question_id,section_id,section_title,question_number,question,active,source_document,source_sha256
1.4.2-Q05,1.4.2,Türkiye'de Karayolu Tünelleri,5,"Avrasya Tüneli'nin yapım yöntemi, finansman modeli ve işletme yapısı nasıldır?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.4.2-Q06,1.4.2,Türkiye'de Karayolu Tünelleri,6,Bolu Dağı Tüneli'nin yapım süreci ve karşılaşılan jeolojik sorunlar nelerdir?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.4.2-Q07,1.4.2,Türkiye'de Karayolu Tünelleri,7,Otoyol tünelleri ile devlet ve il yolu tünelleri hangi açılardan farklılaşır?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.4.2-Q08,1.4.2,Türkiye'de Karayolu Tünelleri,8,"Türkiye'de karayolu tünelleri hangi yöntemlerle (NATM, TBM, aç-kapa) yapılmaktadır ve dağılımı nedir?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.4.2-Q09,1.4.2,Türkiye'de Karayolu Tünelleri,9,"Türkiye'deki karayolu tünellerinde tipik kesit, uzunluk ve tüp yapısı nasıldır?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.4.2-Q10,1.4.2,Türkiye'de Karayolu Tünelleri,10,Türkiye'de tünel yapımının yıllara göre gelişimi ve artış eğilimi nasıldır?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.4.2-Q11,1.4.2,Türkiye'de Karayolu Tünelleri,11,Türkiye'de karayolu tünellerinde uygulanan güvenlik ve elektromekanik standartları nelerdir?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.4.2-Q12,1.4.2,Türkiye'de Karayolu Tünelleri,12,Türkiye'de tünellerin işletmesinden sorumlu kurumsal yapı nasıldır?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.4.2-Q13,1.4.2,Türkiye'de Karayolu Tünelleri,13,Türkiye'deki karayolu tünellerinin yapım maliyeti verileri hakkında hangi bilgiler kamuya açıktır?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.4.2-Q14,1.4.2,Türkiye'de Karayolu Tünelleri,14,Türkiye'de yapımı süren ve planlanan büyük tünel projeleri hangileridir?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.4.2-Q15,1.4.2,Türkiye'de Karayolu Tünelleri,15,Türkiye tünelciliğinin dünya ölçeğindeki konumu nasıl değerlendirilir?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.5-Q01,1.5,Tünel Felaketleri,1,Tünel felaketi kavramı nasıl tanımlanır; kaza ile felaket ayrımı nasıl yapılır?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.5-Q02,1.5,Tünel Felaketleri,2,"Tünellerde meydana gelen olaylar hangi türlere ayrılır (yangın, çarpışma, tehlikeli madde, göçük, su baskını, deprem)?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.5-Q03,1.5,Tünel Felaketleri,3,"Tünel yangınlarının açık alandaki yangınlardan farkı nedir; ısı, duman ve tahliye açısından hangi riskler taşır?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.5-Q04,1.5,Tünel Felaketleri,4,"Tünel felaketlerinin başlıca nedenleri (araç arızası, sürücü davranışı, tasarım eksikliği, işletme hatası) nelerdir?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.5-Q05,1.5,Tünel Felaketleri,5,Tünel felaketlerinde can kaybını belirleyen faktörler nelerdir?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.5-Q06,1.5,Tünel Felaketleri,6,"Tünel felaketleri sonrasında uluslararası mevzuat (AB 2004/54/EC, PIARC tavsiyeleri) nasıl değişmiştir?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.5-Q07,1.5,Tünel Felaketleri,7,Tünel yangınlarında duman kontrolü ve havalandırma stratejileri nelerdir?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.5-Q08,1.5,Tünel Felaketleri,8,"Tünel felaketlerinin ekonomik maliyeti (kapanma, onarım, dolaylı etkiler) nasıl hesaplanır?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.5-Q09,1.5,Tünel Felaketleri,9,"Yapım aşamasındaki tünel kazaları (göçük, patlatma, TBM kazaları) hangi nedenlerle olur?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.5-Q10,1.5,Tünel Felaketleri,10,Deprem ve heyelanların tünellere etkisi nedir ve örnek olaylar hangileridir?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.5-Q11,1.5,Tünel Felaketleri,11,"Tünel felaketlerinden çıkarılan tasarım dersleri (kaçış yolları, kaçış mesafeleri, yangın dayanımı) nelerdir?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.5-Q12,1.5,Tünel Felaketleri,12,"Tünel risk analizi yöntemleri (nicel risk analizi, senaryo analizi) felaketleri önlemede nasıl kullanılır?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.5-Q13,1.5,Tünel Felaketleri,13,Tünel işletmecisinin acil durum planı ve tatbikat yükümlülükleri nelerdir?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.5-Q14,1.5,Tünel Felaketleri,14,Tünel felaketlerinin istatistiksel sıklığı ve eğilimi hakkında hangi veriler vardır?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.5-Q15,1.5,Tünel Felaketleri,15,Felaket sonrası tünel yapısının hasar tespiti ve onarımı nasıl yapılır?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.5.1-Q01,1.5.1,Dünyada Gerçekleşen Önemli Tünel Felaketleri,1,"Mont Blanc Tüneli yangını (1999) nasıl gelişmiş, hangi kayıplara yol açmış ve hangi dersler çıkarılmıştır?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.5.1-Q02,1.5.1,Dünyada Gerçekleşen Önemli Tünel Felaketleri,2,Tauern Tüneli yangını (1999) ve Gotthard Tüneli yangını (2001) nasıl gelişmiştir?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.5.1-Q03,1.5.1,Dünyada Gerçekleşen Önemli Tünel Felaketleri,3,Kaprun füniküler tünel yangını (2000) hangi özellikleriyle farklıdır?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.5.1-Q04,1.5.1,Dünyada Gerçekleşen Önemli Tünel Felaketleri,4,Daegu metro yangını (2003) ve diğer raylı sistem tünel felaketleri hangi dersleri vermiştir?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.5.1-Q05,1.5.1,Dünyada Gerçekleşen Önemli Tünel Felaketleri,5,"Fréjus (2005), Viamala ve Burnley (2007) gibi diğer önemli karayolu tünel yangınları nasıl olmuştur?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.5.1-Q06,1.5.1,Dünyada Gerçekleşen Önemli Tünel Felaketleri,6,"Tünel yapım kazaları (Heathrow Express göçüğü 1994, Nicoll Highway 2004 vb.) nasıl gerçekleşmiştir?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.5.1-Q07,1.5.1,Dünyada Gerçekleşen Önemli Tünel Felaketleri,7,"Tehlikeli madde taşıyan araç kazaları (Caldecott 1982, Nihonzaka 1979) hangi sonuçları doğurmuştur?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.5.1-Q08,1.5.1,Dünyada Gerçekleşen Önemli Tünel Felaketleri,8,Su altı tünellerinde su baskını olayları nasıl gerçekleşmiştir?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.5.1-Q09,1.5.1,Dünyada Gerçekleşen Önemli Tünel Felaketleri,9,"Bu felaketlerde can kaybı, yaralanma, kapanma süresi ve maddi zarar hangi düzeydedir?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.5.1-Q10,1.5.1,Dünyada Gerçekleşen Önemli Tünel Felaketleri,10,"Felaket sonrası yapılan iyileştirmeler (paralel kaçış tüneli, havalandırma revizyonu, araç mesafesi kuralı) nelerdir?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.5.1-Q11,1.5.1,Dünyada Gerçekleşen Önemli Tünel Felaketleri,11,Felaketlerin AB tünel güvenliği direktifinin doğuşundaki rolü nedir?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.5.1-Q12,1.5.1,Dünyada Gerçekleşen Önemli Tünel Felaketleri,12,Dünya tünel felaketlerinin ortak nedenleri ve örüntüleri nelerdir?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.5.2-Q01,1.5.2,Türkiye'de Gerçekleşen Önemli Tünel Kazaları,1,Türkiye'de kayıtlara geçen önemli karayolu tünel kazaları hangileridir?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.5.2-Q02,1.5.2,Türkiye'de Gerçekleşen Önemli Tünel Kazaları,2,Türkiye'de karayolu tünellerinde yaşanan yangın olayları hangileridir ve nasıl müdahale edilmiştir?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.5.2-Q03,1.5.2,Türkiye'de Gerçekleşen Önemli Tünel Kazaları,3,"Türkiye'de tünel yapımı sırasında yaşanan kazalar (göçük, patlatma, iş kazaları) hangileridir?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.5.2-Q04,1.5.2,Türkiye'de Gerçekleşen Önemli Tünel Kazaları,4,Türkiye'deki tünel kazalarının nedenleri hangi kategorilerde toplanır?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.5.2-Q05,1.5.2,Türkiye'de Gerçekleşen Önemli Tünel Kazaları,5,Türkiye'de tünel kazalarına ilişkin istatistikler hangi kurumlarca tutulmaktadır ve ne ölçüde erişilebilirdir?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.5.2-Q06,1.5.2,Türkiye'de Gerçekleşen Önemli Tünel Kazaları,6,Türkiye'deki tünellerde kaza sonrası kapanma süreleri ve onarım maliyetleri nasıl olmuştur?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.5.2-Q07,1.5.2,Türkiye'de Gerçekleşen Önemli Tünel Kazaları,7,Türkiye'de deprem ve heyelanların tünellere etkisine dair örnekler nelerdir?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.5.2-Q08,1.5.2,Türkiye'de Gerçekleşen Önemli Tünel Kazaları,8,Türkiye'de tünel kazaları sonrasında mevzuat ve işletme uygulamalarında hangi değişiklikler yapılmıştır?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.5.2-Q09,1.5.2,Türkiye'de Gerçekleşen Önemli Tünel Kazaları,9,Tünel İşletme Yönetmeliği kaza ve acil durum yönetimi konusunda hangi hükümleri içerir?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.5.2-Q10,1.5.2,Türkiye'de Gerçekleşen Önemli Tünel Kazaları,10,Türkiye'deki tünellerde acil durum tatbikatları ve müdahale organizasyonu nasıl yürütülmektedir?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.5.2-Q11,1.5.2,Türkiye'de Gerçekleşen Önemli Tünel Kazaları,11,Türkiye tünel kazalarından çıkarılan dersler dünya örnekleriyle nasıl karşılaştırılır?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
2.1-Q01,2.1,Tünel Yapı/Destek Elemanları,1,"Tünel yapı sistemi hangi ana elemanlardan oluşur (kazı boşluğu, ön destek, kalıcı kaplama, taban kemeri, portal, yalıtım-drenaj, nişler)?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
2.1-Q02,2.1,Tünel Yapı/Destek Elemanları,2,Geçici (birincil) destek ile kalıcı (ikincil) kaplama arasındaki işlev farkı nedir?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
2.1-Q03,2.1,Tünel Yapı/Destek Elemanları,3,Kaya/zemin–destek etkileşimi ve yük paylaşımı ilkesi nasıl açıklanır?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
2.1-Q04,2.1,Tünel Yapı/Destek Elemanları,4,"Kalıcı iç kaplama türleri (yerinde dökme beton, segment, kalıcı püskürtme beton) ve seçim ölçütleri nelerdir?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
2.1-Q05,2.1,Tünel Yapı/Destek Elemanları,5,Drenajlı ve drenajsız (su basıncına dayanan) tünel kavramları nasıl ayrılır?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
2.1-Q06,2.1,Tünel Yapı/Destek Elemanları,6,"Su yalıtım membranı, koruyucu keçe ve drenaj boruları nasıl yerleştirilir?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
2.1-Q07,2.1,Tünel Yapı/Destek Elemanları,7,Taban kemeri (invert) hangi koşullarda gereklidir ve nasıl tasarlanır?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
2.1-Q08,2.1,Tünel Yapı/Destek Elemanları,8,Portal yapıları ve portal şevleri hangi elemanlardan oluşur?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
2.1-Q09,2.1,Tünel Yapı/Destek Elemanları,9,"Tünel içi nişler, cepler, bağlantı ve kaçış galerileri nasıl konumlandırılır?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
2.1-Q10,2.1,Tünel Yapı/Destek Elemanları,10,"Kablo kanalları, kaldırımlar ve yol üstyapısı tünel yapı sistemine nasıl entegre edilir?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
2.1-Q11,2.1,Tünel Yapı/Destek Elemanları,11,"Elektromekanik ekipmanın (fan, armatür, tabela) yapıya bağlantısı nasıl tasarlanır?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
2.1-Q12,2.1,Tünel Yapı/Destek Elemanları,12,Yapı elemanlarının kalite kontrol ve kabul esasları nelerdir?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
2.1-Q13,2.1,Tünel Yapı/Destek Elemanları,13,Yapı/destek elemanlarının toplam yapım maliyeti içindeki payı nasıldır?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
2.1-Q14,2.1,Tünel Yapı/Destek Elemanları,14,Yapı elemanlarının servis ömrü ve bakım gereksinimleri nasıl farklılaşır?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
2.1-Q15,2.1,Tünel Yapı/Destek Elemanları,15,KGM Teknik Şartnamesi tünel yapı elemanları için hangi esasları belirler?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
2.1.1-Q01,2.1.1,Tünellerle İlgili Tanımlamalar,1,"Kalot, stros, taban kemeri, ayna, ilerleme adımı ve örtü kalınlığı gibi temel tünel terimleri nasıl tanımlanır?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
2.1.1-Q02,2.1.1,Tünellerle İlgili Tanımlamalar,2,"Portal, giriş yapısı, yaklaşım yarması, kaçış galerisi ve bağlantı tüneli terimleri neyi ifade eder?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
2.1.1-Q03,2.1.1,Tünellerle İlgili Tanımlamalar,3,"Konverjans, deformasyon, gevşeme bölgesi ve kemerlenme (arching) kavramları nedir?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
2.1.1-Q04,2.1.1,Tünellerle İlgili Tanımlamalar,4,"Kaya kütlesi, süreksizlik, RQD, RMR, Q ve GSI gibi kaya sınıflama terimleri nasıl tanımlanır?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
2.1.1-Q05,2.1.1,Tünellerle İlgili Tanımlamalar,5,"Sıkışan (squeezing), şişen (swelling) ve kaya patlaması (rockburst) davranışları nasıl tanımlanır?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
2.1.1-Q06,2.1.1,Tünellerle İlgili Tanımlamalar,6,"Ayna stabilitesi, yüzey oturması ve hacim kaybı kavramları nedir?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
2.1.1-Q07,2.1.1,Tünellerle İlgili Tanımlamalar,7,"NATM, ADECO-RS, TBM türleri (EPB, slurry, açık tip), aç-kapa ve batırma tüp gibi yöntem terimleri nasıl tanımlanır?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
2.1.1-Q08,2.1.1,Tünellerle İlgili Tanımlamalar,8,"Tünel havalandırma terimleri (boyuna, enine, yarı enine havalandırma, jet fan, kritik hız) nedir?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
2.1.1-Q09,2.1.1,Tünellerle İlgili Tanımlamalar,9,"Tünel aydınlatma terimleri (eşik bölgesi, geçiş bölgesi, iç bölge, L20 parlaklığı) nedir?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
2.1.1-Q10,2.1.1,Tünellerle İlgili Tanımlamalar,10,"Tünel işletme terimleri (SCADA, olay algılama, trafik yönetim merkezi, kapatma protokolü) nedir?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
2.1.1-Q11,2.1.1,Tünellerle İlgili Tanımlamalar,11,"Bakım terimleri (koruyucu, düzeltici, öngörücü bakım; muayene sınıfları) nasıl tanımlanır?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
2.1.1-Q12,2.1.1,Tünellerle İlgili Tanımlamalar,12,"Maliyet terimleri (birim fiyat, keşif, yaklaşık maliyet, metraj, iş kalemi) tünel bağlamında nasıl kullanılır?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
2.1.1-Q13,2.1.1,Tünellerle İlgili Tanımlamalar,13,Türkçe–İngilizce tünel terminolojisi için başvurulabilecek kaynaklar nelerdir?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
2.1.2-Q01,2.1.2,Tünel Destekleme Elemanları,1,"Püskürtme beton için karışım, kalınlık, lif takviyesi, uygulama ve kalite kontrol esasları nelerdir?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
2.1.2-Q02,2.1.2,Tünel Destekleme Elemanları,2,Hasır çelik ve çelik lif takviyesi püskürtme betonda nasıl kullanılır?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
2.1.2-Q03,2.1.2,Tünel Destekleme Elemanları,3,"Kaya bulonu türleri (SN, Swellex, kendinden delmeli, harçlı, mekanik ankrajlı) ve seçim ölçütleri nelerdir?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
2.1.2-Q04,2.1.2,Tünel Destekleme Elemanları,4,"Bulon boyu, aralığı ve öngerme değerleri nasıl belirlenir?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
2.1.2-Q05,2.1.2,Tünel Destekleme Elemanları,5,Çelik iksa ve kafes kiriş (lattice girder) türleri ve montaj esasları nelerdir?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
2.1.2-Q06,2.1.2,Tünel Destekleme Elemanları,6,"Süren (forepoling), boru şemsiye ve ayna bulonları hangi zemin koşullarında uygulanır?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
2.1.2-Q07,2.1.2,Tünel Destekleme Elemanları,7,"Ayna desteklemesi (ayna püskürtme betonu, fiberglas ayna bulonu) nasıl yapılır?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
2.1.2-Q08,2.1.2,Tünel Destekleme Elemanları,8,"Zemin dondurma, jet grout ve enjeksiyon destek sistemi olarak nasıl kullanılır?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
2.1.2-Q09,2.1.2,Tünel Destekleme Elemanları,9,"Segment kaplama (TBM tünelleri) tasarımı, birleşim detayları ve contaları nasıldır?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
2.1.2-Q10,2.1.2,Tünel Destekleme Elemanları,10,Yerinde dökme beton kaplamada kalıp sistemleri ve beton sınıfı nasıl seçilir?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
2.1.2-Q11,2.1.2,Tünel Destekleme Elemanları,11,"Destekleme sınıfları (NATM sınıfları, KGM kaya sınıfları) hangi destek kombinasyonlarını tanımlar?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
2.1.2-Q12,2.1.2,Tünel Destekleme Elemanları,12,Destek elemanlarının kurulum sırası ile ilerleme adımı arasındaki ilişki nasıldır?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
2.1.2-Q13,2.1.2,Tünel Destekleme Elemanları,13,"Destek elemanlarında kalite kontrol ve deneyler (bulon çekme deneyi, beton dayanımı) nasıl yapılır?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
2.1.2-Q14,2.1.2,Tünel Destekleme Elemanları,14,Destek elemanlarının birim fiyatları ve toplam maliyet içindeki ağırlıkları nasıl değerlendirilir?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
2.1.2-Q15,2.1.2,Tünel Destekleme Elemanları,15,Destekleme sistemlerindeki yetersizlik ve göçük örnekleri hangi dersleri vermiştir?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
2.2-Q01,2.2,Tünel Yapım Yöntemleri,1,Tünel yapım yöntemleri hangi ana gruplara ayrılır?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
2.2-Q02,2.2,Tünel Yapım Yöntemleri,2,"Yöntem seçimini belirleyen faktörler (jeoloji, uzunluk, kesit, çevre, maliyet, süre) nelerdir?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
2.2-Q03,2.2,Tünel Yapım Yöntemleri,3,"Delme-patlatma yöntemi nasıl uygulanır; delik düzeni, patlayıcı seçimi ve ateşleme esasları nelerdir?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
2.2-Q04,2.2,Tünel Yapım Yöntemleri,4,NATM'nin temel ilkeleri nelerdir ve gözlemsel yaklaşım nasıl işler?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
2.2-Q05,2.2,Tünel Yapım Yöntemleri,5,"Mekanik kazı (roadheader, kazı makineleri) hangi koşullarda tercih edilir?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
2.2-Q06,2.2,Tünel Yapım Yöntemleri,6,"TBM türleri (açık tip, tek/çift kalkanlı, EPB, slurry) ve kullanım alanları nelerdir?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
2.2-Q07,2.2,Tünel Yapım Yöntemleri,7,Aç-kapa yöntemi nasıl uygulanır; aşağıdan yukarı ve yukarıdan aşağı (top-down) yaklaşımı nedir?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
