document_id,field,previous_candidate,verification_value,verification_evidence,verification_confidence,verification_status,verification_reason,model,prompt_version,source_sha256
DOC000157,organization,International Tunnelling and Underground Space Association (ITA),,President - International Tunnelling and Underground Space Association (ITA),high,still_human_review,strong_evidence_or_identity_threshold_not_met,qwen3.6-35b-a3b-mlx,metadata-verification-v1.2,246054e0940d9efbe0562a68fc621120e8cf7a22fd1028f0a588f3fb998a6395
DOC000157,document_type,presentation,,source_filename: 1_Professor Arnold Dix_People and Planet – how to get finance for new projects that mitigate the perils of Climate Change now.pdf,high,rejected,document_identity_or_ungrounded_evidence,qwen3.6-35b-a3b-mlx,metadata-verification-v1.2,246054e0940d9efbe0562a68fc621120e8cf7a22fd1028f0a588f3fb998a6395
DOC000159,organization,İBB Raylı Sistem Projeler Şube Müdürlüğü,,,low,unresolved_nonblocking,no_strong_field_specific_evidence,qwen3.6-35b-a3b-mlx,metadata-verification-v1.2,96783c6ed7f86ae20ca934964dbc5a84caa25b83f59f6a648481f87d6aa90eaf
DOC000159,document_type,presentation,,# 3_HIZRAY Project and Planned Future of Istanbul Metro Works ## Sayfa 1,high,still_human_review,strong_evidence_or_identity_threshold_not_met,qwen3.6-35b-a3b-mlx,metadata-verification-v1.2,96783c6ed7f86ae20ca934964dbc5a84caa25b83f59f6a648481f87d6aa90eaf
DOC000160,organization,Yapı Merkezi,,"4_International Projects of Yapi Merkezi, Administrative Difficulties Encountered.pdf",high,rejected,document_identity_or_ungrounded_evidence,qwen3.6-35b-a3b-mlx,metadata-verification-v1.2,1457e07af2b0f6b8533b9bc852928166f611084644bf7257b1b3e83f7f16d4a1
DOC000160,document_type,presentation,,"source_filename: 4_International Projects of Yapi Merkezi, Administrative Difficulties Encountered.pdf",high,rejected,document_identity_or_ungrounded_evidence,qwen3.6-35b-a3b-mlx,metadata-verification-v1.2,1457e07af2b0f6b8533b9bc852928166f611084644bf7257b1b3e83f7f16d4a1
DOC000161,organization,İzmir Büyükşehir Belediyesi Raylı Sistem Dairesi Başkanlığı,,İzmir Büyükşehir Belediyesi Raylı Sitem Dairesi Başkanlığı altında,high,still_human_review,strong_evidence_or_identity_threshold_not_met,qwen3.6-35b-a3b-mlx,metadata-verification-v1.2,7bea6c201c2cd943fbd77ed85a922766ac64943657c2f822f46256943a8abda8
DOC000162,organization,TARIM VE ORMAN BAKANLIĞI DEVLET SU İŞLERİ GENEL MÜDÜRLÜĞÜ Jeoteknik Hizmetler Dairesi Başkanlığı,,TARIM VE ORMAN BAKANLIĞI DEVLET SU İŞLERİ GENEL MÜDÜRLÜĞÜ Jeoteknik Hizmetler Dairesi Başkanlığı,high,still_human_review,strong_evidence_or_identity_threshold_not_met,qwen3.6-35b-a3b-mlx,metadata-verification-v1.2,f28df7cb6007defe882889017a983d7c06c169a31170e5b112017af625ae30b6
DOC000162,document_type,presentation,,Dr. Ayhan KOÇBAY Daire Başkanı 29.11.2022 www.tunnelturkey.org,high,still_human_review,strong_evidence_or_identity_threshold_not_met,qwen3.6-35b-a3b-mlx,metadata-verification-v1.2,f28df7cb6007defe882889017a983d7c06c169a31170e5b112017af625ae30b6
DOC000163,organization,Mapei,,Ulas Aygun Mapei Indonesia,high,still_human_review,strong_evidence_or_identity_threshold_not_met,qwen3.6-35b-a3b-mlx,metadata-verification-v1.2,aebfb2790f94d4239847b45390573d6de454b397cc9405ddd5e8af1f952d3c8d
DOC000164,document_type,presentation,,source_filename: 8_Halkali - Istanbul Airport Metro Construction Works.pdf,high,rejected,document_identity_or_ungrounded_evidence,qwen3.6-35b-a3b-mlx,metadata-verification-v1.2,f036fbe6cc100faef49c498054f0700eb618c52fca4e5f4a0806dde7c9610c01
DOC000168,organization,General Inspectorate of Road Transport in Poland,,TAIEX Expert Mission on road tunnel categorization Katarzyna Piechowska-Strumik General Inspectorate of Road Transport in Poland,high,still_human_review,strong_evidence_or_identity_threshold_not_met,qwen3.6-35b-a3b-mlx,metadata-verification-v1.2,5c0397948854e544883ff235182f87928732f2913e66c87168f39bc5debb0b68
DOC000172,organization,General Inspectorate of Road Transport in Poland,,TAIEX Expert Mission on road tunnel categorization Katarzyna Piechowska-Strumik General Inspectorate of Road Transport in Poland,high,still_human_review,strong_evidence_or_identity_threshold_not_met,qwen3.6-35b-a3b-mlx,metadata-verification-v1.2,099561279b8b8ee35d2341c8b45f5a1f8c5e4a5fe3bd846ea00218e0b6cfd2a0
DOC000173,organization,General Inspectorate of Road Transport in Poland,,TAIEX Expert Mission on road tunnel categorization Katarzyna Piechowska-Strumik General Inspectorate of Road Transport in Poland,high,still_human_review,strong_evidence_or_identity_threshold_not_met,qwen3.6-35b-a3b-mlx,metadata-verification-v1.2,37bfcaa3e403d68f85d12a6176b384c745f9d869ffa659614a55cde1ee83609b
DOC000175,organization,Tünelcilik Derneği,,CHAIRMAN OF THE TURKISH TUNNELLING SOCIETY,high,still_human_review,strong_evidence_or_identity_threshold_not_met,qwen3.6-35b-a3b-mlx,metadata-verification-v1.2,f2f1c1bde126829d366a5b059941944e3e26a568d085b6b6a16a5ebbfeb4a022
DOC000176,organization,Tünelcilik Derneği,,TÜNELCİLİK DERNEĞİ YÖNETİM KURULU BAŞKANı,high,still_human_review,strong_evidence_or_identity_threshold_not_met,qwen3.6-35b-a3b-mlx,metadata-verification-v1.2,91771bfc0bb400062986b68fd2aa49954ba54a4fbd5c878d670afbd97a78aa0c
DOC000176,year,2022,,October - November - December 2022 Yıl / Year:8 Sayı / Nr: 45,high,still_human_review,strong_evidence_or_identity_threshold_not_met,qwen3.6-35b-a3b-mlx,metadata-verification-v1.2,91771bfc0bb400062986b68fd2aa49954ba54a4fbd5c878d670afbd97a78aa0c
DOC000177,organization,Tünelcilik Derneği,,TÜNELCİLİK DERNEĞİ TURKISH TUNNELLING SOCIETY,high,still_human_review,strong_evidence_or_identity_threshold_not_met,qwen3.6-35b-a3b-mlx,metadata-verification-v1.2,0f9a28ad41ab9c7c470e8d636ad563f20f04c89b5c7301281dcc78b27fdc0a7d
DOC000194,organization,Tünelcilik Derneği,,"Prof. Dr. Nuh Bilgin, Tünelcilik Derneği Başkanı",high,still_human_review,strong_evidence_or_identity_threshold_not_met,qwen3.6-35b-a3b-mlx,metadata-verification-v1.2,bdacc1e58433a01fcf0eaa66568b3e4d77c24fd56c97f042b459b2c8c3f0baa2
DOC000194,year,2013,,Kasım-Aralık 2013 Yıl:1 Sayı: 1,high,still_human_review,strong_evidence_or_identity_threshold_not_met,qwen3.6-35b-a3b-mlx,metadata-verification-v1.2,bdacc1e58433a01fcf0eaa66568b3e4d77c24fd56c97f042b459b2c8c3f0baa2
DOC000195,organization,Tünelcilik Derneği,,Prof. Dr. Nuh bİLGİN TÜNELCİLİK DERNEĞİ BAŞKANI,high,still_human_review,strong_evidence_or_identity_threshold_not_met,qwen3.6-35b-a3b-mlx,metadata-verification-v1.2,372509651cd66ef259aea51a09cef059d51042791e283bf28bed81e55b6af5a3
DOC000196,organization,Tünelcilik Derneği,,We are proud of presenting you the third issue of the tunnelling journal published by Turkish Tunnelling Society.,high,still_human_review,strong_evidence_or_identity_threshold_not_met,qwen3.6-35b-a3b-mlx,metadata-verification-v1.2,c4b2a15c8a756f897c1dff75fed956899f83c55221516e1cad2a975c832e7199
DOC000196,year,2014,,Mart-Nisan / March-April 2014 Yıl / Y ear :1 Sayı / Nr : 3,high,still_human_review,strong_evidence_or_identity_threshold_not_met,qwen3.6-35b-a3b-mlx,metadata-verification-v1.2,c4b2a15c8a756f897c1dff75fed956899f83c55221516e1cad2a975c832e7199
DOC000197,organization,TÜNELCİLİK DERNEĞİ,,Tünelmak Makineleri Sanayi ve Ticaret A.Ş.,high,still_human_review,strong_evidence_or_identity_threshold_not_met,qwen3.6-35b-a3b-mlx,metadata-verification-v1.2,d0c476b291652a8936b5b0a1317b3ba882ff53d7e5296331599cc0811c69ab58
DOC000197,year,2014,,Mayıs-Haziran / May-June 2014 Yıl / Y ear :1 Sayı / Nr : 4,high,still_human_review,strong_evidence_or_identity_threshold_not_met,qwen3.6-35b-a3b-mlx,metadata-verification-v1.2,d0c476b291652a8936b5b0a1317b3ba882ff53d7e5296331599cc0811c69ab58
DOC000198,organization,Tünelcilik Derneği,,Tünelcilik konusunda eğitim veren diğer önemli eğitim kurumu Swiss Federal Institute of T echnology Lausanne,high,still_human_review,strong_evidence_or_identity_threshold_not_met,qwen3.6-35b-a3b-mlx,metadata-verification-v1.2,49577e05781c8bbe2d7242bfcedabbad89cb896285c29273b3b1fc8e4f499ddd
DOC000198,year,2014,,Temmuz-Ağustos / July-August 2014 Yıl / Y ear :1 Sayı / Nr : 5,high,still_human_review,strong_evidence_or_identity_threshold_not_met,qwen3.6-35b-a3b-mlx,metadata-verification-v1.2,49577e05781c8bbe2d7242bfcedabbad89cb896285c29273b3b1fc8e4f499ddd
DOC000199,year,2014,,Eylül-Ekim / September-October 2014 Yıl / Y ear :1 Sayı / Nr : 6,high,still_human_review,strong_evidence_or_identity_threshold_not_met,qwen3.6-35b-a3b-mlx,metadata-verification-v1.2,686f2fed7a37fea40455e5a48dc24f8cfc7c735708afde494ac1e7eb9e464e89
DOC000200,organization,Tünelcilik Derneği,,"As Turkish Tunneling Society, it urged us to postpone our International Tunneling Symposium",high,still_human_review,strong_evidence_or_identity_threshold_not_met,qwen3.6-35b-a3b-mlx,metadata-verification-v1.2,670dfbfd16421be5cb705fad078e0d9de989b6d4e178f8ce2f37ef25e895d1ed
DOC000200,year,2021,,postponed to 2022 due to pandemic conditions,high,still_human_review,strong_evidence_or_identity_threshold_not_met,qwen3.6-35b-a3b-mlx,metadata-verification-v1.2,670dfbfd16421be5cb705fad078e0d9de989b6d4e178f8ce2f37ef25e895d1ed
DOC000201,organization,Tünelcilik Derneği,,TÜNELCİLİK DERNEĞİ TUNNELTURKEY 2021 SEMPOZYUMUNU DÜZENLEDİ,high,still_human_review,strong_evidence_or_identity_threshold_not_met,qwen3.6-35b-a3b-mlx,metadata-verification-v1.2,695835658c70e223f85a912fd7cdc82f2310c56e743b9645f61d81a8759a2b0a
DOC000202,year,2022,,"Dünya Tünel Kongresi 2022 Kopenhag, 2-8 Eylül tarihleri arasında Danimarka'da gerçekleştirilecek.",high,still_human_review,strong_evidence_or_identity_threshold_not_met,qwen3.6-35b-a3b-mlx,metadata-verification-v1.2,1c6f0b26834d8cafc1cb226828293b6152b78b80b058b0e05427f922468f2238
DOC000203,organization,Tünelcilik Derneği,,TÜNELCİLİK DERNEĞİ YÖNETİM KURULU BAŞKANI,high,still_human_review,strong_evidence_or_identity_threshold_not_met,qwen3.6-35b-a3b-mlx,metadata-verification-v1.2,3fa9eb8ff87a4f69938d3d0c5149a474e666b0b33caf48e4fd3882f20bf074be
DOC000204,organization,Tünelcilik Derneği,,TÜNELCİLİK DERNEĞİ YÖNETİM KURULU BAŞKANI,high,still_human_review,strong_evidence_or_identity_threshold_not_met,qwen3.6-35b-a3b-mlx,metadata-verification-v1.2,8ad9882f0d7ecc06121ef4bfd65613bc16a3e7dc7a5f456bf18708a5d2e134ed
DOC000205,organization,Tünelcilik Derneği,,Tünelcilik ve Yeraltı Teknolojileri Dergisi Turkish Tunneling and Underground Technologies Magazine,high,still_human_review,strong_evidence_or_identity_threshold_not_met,qwen3.6-35b-a3b-mlx,metadata-verification-v1.2,dddbe58466c36ba63b780a5d8a9540679825e90c8013bdad725c23f57f85d7dc
DOC000205,year,2021,,Ekim - Kasım - Aralık / October - November - December 2021 Yıl / Year:7,high,still_human_review,strong_evidence_or_identity_threshold_not_met,qwen3.6-35b-a3b-mlx,metadata-verification-v1.2,dddbe58466c36ba63b780a5d8a9540679825e90c8013bdad725c23f57f85d7dc
DOC000206,organization,Tünelcilik Derneği,,Tünel dergisinin yayın organı olan Tünel dergisi,high,still_human_review,strong_evidence_or_identity_threshold_not_met,qwen3.6-35b-a3b-mlx,metadata-verification-v1.2,fa208eb77bc6932673d16b6fc711a2e01413f0fd1b0e9ea635161e688e55c761
DOC000206,year,2023,,"WTC2025 kongresinin yapılacağı ülke, ITA üyesi ülkelerin oylarıyla Atina'da WTC2023'de karar verilecek.",high,still_human_review,strong_evidence_or_identity_threshold_not_met,qwen3.6-35b-a3b-mlx,metadata-verification-v1.2,fa208eb77bc6932673d16b6fc711a2e01413f0fd1b0e9ea635161e688e55c761
DOC000208,organization,Tünelcilik Derneği,,TÜNELCİLİK DERNEĞİ YÖNETİM KURULU BAŞKANI,high,still_human_review,strong_evidence_or_identity_threshold_not_met,qwen3.6-35b-a3b-mlx,metadata-verification-v1.2,bb2609f7183736147ea9f39930dc3e8af22afcf722a05f9866db5d404d7c163c
DOC000209,document_type,web_article,,education.sakshi.com/en/general-knowledge/stock-gk/worst-tunnel-crash-disaster-word-and-india-144354,high,still_human_review,strong_evidence_or_identity_threshold_not_met,qwen3.6-35b-a3b-mlx,metadata-verification-v1.2,991e7004905db22e011a30b0cdc12396b3baf31c89d416acbe097a289793529c
DOC000210,year,2023,,,low,unresolved_nonblocking,no_strong_field_specific_evidence,qwen3.6-35b-a3b-mlx,metadata-verification-v1.2,2dcb6b5789d6b4ec49f44392305bcaa0cb4fc8d2fb23006c3b3af95e978d83d3
DOC000210,document_type,magazine,,Vantage Point articles in Professional Safety provide a forum for authors with distinct viewpoints to share their ideas and opinions with ASSP members,high,still_human_review,strong_evidence_or_identity_threshold_not_met,qwen3.6-35b-a3b-mlx,metadata-verification-v1.2,2dcb6b5789d6b4ec49f44392305bcaa0cb4fc8d2fb23006c3b3af95e978d83d3
DOC000214,organization,Yol Yapım Dairesi Başkanlığı,,"Tünel Kontrol Mühendisi Geliştirme Kursu Tünel Destekleme Elemanları 24~28.02.2020, Ankara Suhan Mutlu Yol Yapım Şefi",low,unresolved_nonblocking,no_strong_field_specific_evidence,qwen3.6-35b-a3b-mlx,metadata-verification-v1.2,65d8bf62a92c8cf78307cc7dd3ff4ca78b5df5a459b29c247eaae665fc7f6b2c
DOC000243,year,2018,,22.10.2018 Tarık İRDE Bölge Müdürü,high,still_human_review,strong_evidence_or_identity_threshold_not_met,qwen3.6-35b-a3b-mlx,metadata-verification-v1.2,987e528093726754eeea3686e12e7302340a5a5287ee7c43b0d5fd732114ce07
DOC000245,organization,T.C. ULAŞTIRMA VE ALTYAPI BAKANLIĞI,,T.C. ULAŞTIRMA VE ALTYAPI BAKANLIĞI,high,still_human_review,strong_evidence_or_identity_threshold_not_met,qwen3.6-35b-a3b-mlx,metadata-verification-v1.2,1f14788427fc5b2740bae349ee9392629382a0ec965cbba42e2899d93ae6f0f0
DOC000248,organization,T.C. ULASTIRMA VE ALTYAPI BAKANLIGI,,T.C. ULASTIRMA VE ALTYAPI BAKANLIGI,high,still_human_review,strong_evidence_or_identity_threshold_not_met,qwen3.6-35b-a3b-mlx,metadata-verification-v1.2,7bd21d281ecd81e07fa9ddf5af7f59cbb0906c9a37b70ae367c07aaa7af9d6da
DOC000249,organization,T.C. ULAŞTIRMA VE ALTYAPI BAKANLIĞI Karayolları Genel Müdürlüğü,,T.C. ULAŞTIRMA VE ALTYAPI BAKANLIĞI Karayolları Genel Müdürlüğü,high,still_human_review,strong_evidence_or_identity_threshold_not_met,qwen3.6-35b-a3b-mlx,metadata-verification-v1.2,cd0443535d0e03781fae10153eb5402b7f22376c44b4287e88cf16f7416d92b0
DOC000250,organization,T.C. ULAŞTIRMA VE ALTYAPI BAKANLIGI Karayollari Genel Müdürlüğü,,T.C. ULAŞTIRMA VE ALTYAPI BAKANLIĞI Karayolları Genel Müdürlüğü,high,still_human_review,strong_evidence_or_identity_threshold_not_met,qwen3.6-35b-a3b-mlx,metadata-verification-v1.2,7de44ee96dfee3d118f4cbff58926e3839530d1280e7539f8be6d0cec8b702f9
DOC000251,organization,T.C. ULAŞTIRMA VE ALTYAPI BAKANLIĞI Karayolları Genel Müdürlüğü,,T.C. ULAŞTIRMA VE ALTYAPI BAKANLIĞI Karayolları Genel Müdürlüğü,high,still_human_review,strong_evidence_or_identity_threshold_not_met,qwen3.6-35b-a3b-mlx,metadata-verification-v1.2,aac6e448d314f890336574b3ce19a7e39dad0525a5cc8af22dd57050c5c67af1
DOC000252,organization,Karayolları Genel Müdürlüğü 5. Bölge Müdürlüğü,,,low,unresolved_nonblocking,no_strong_field_specific_evidence,qwen3.6-35b-a3b-mlx,metadata-verification-v1.2,a539413169500f79b8cdfbd3223d869e35fa3ef1b27efd2237baef1b1957aa47
DOC000254,year,2018,,Tarih | 13.10.2018,high,still_human_review,strong_evidence_or_identity_threshold_not_met,qwen3.6-35b-a3b-mlx,metadata-verification-v1.2,8fa0e87115803d6b72d9cf1c1f0f160e01dc2a8d522daf296e68e200eee44528
DOC000278,organization,T.C. ÇEVRE VE ŞEHİRCİLİK BAKANLIĞI,,T.C. ÇEVRE VE ŞEHİRCİLİK BAKANLIĞI Coğrafi Bilgi Sistemleri Genel Müdürlüğü,high,still_human_review,strong_evidence_or_identity_threshold_not_met,qwen3.6-35b-a3b-mlx,metadata-verification-v1.2,38d96380fb66bb5e6b5e51f0b0576e5a39b5ec5e18093078f5e4903146402ab1
DOC000279,organization,T.C. ÇEVRE VE ŞEHİRCİLİK BAKANLIĞI,,T.C. ÇEVRE VE ŞEHİRCİLİK BAKANLIĞI Coğrafi Bilgi Sistemleri Genel Müdürlüğü,high,still_human_review,strong_evidence_or_identity_threshold_not_met,qwen3.6-35b-a3b-mlx,metadata-verification-v1.2,0f9fb625ee12d331f34a9071454350818992c375c2824641d11325171aecb184
DOC000280,organization,T.C. ÇEVRE VE ŞEHİRCİLİK BAKANLIĞI,,T.C. ÇEVRE VE ŞEHİRCİLİK BAKANLIĞI Coğrafi Bilgi Sistemleri Genel Müdürlüğü,high,still_human_review,strong_evidence_or_identity_threshold_not_met,qwen3.6-35b-a3b-mlx,metadata-verification-v1.2,29dc43677cbbd95c697d88b4bd6a9e57c6a1c8e27366c9c9b81eae37be00fb36
DOC000294,organization,Zemin Mekaniği ve Tüneller ANKARA Şubesi Müdürlüğü Ar-Ge Dairesi Başkanlığı,,Mehmet Sercan KÜÇÜKASLAN 27.02.2019 Tünel Proje Şefi (AR-GE) ANKARA,low,unresolved_nonblocking,no_strong_field_specific_evidence,qwen3.6-35b-a3b-mlx,metadata-verification-v1.2,3c433764639cd9f22e012f4842b525bc85043d6580be268943cc288c557fd1ed
DOC000307,organization,Atılım University; General Directorate of Turkish Highways,,"Department of Civil Engineering, Atılım University, Kızılcaşar Mahallesi İncek- Ankara, TURKEY",high,still_human_review,strong_evidence_or_identity_threshold_not_met,qwen3.6-35b-a3b-mlx,metadata-verification-v1.2,1d7de282b7330457d53958c4fddbe86d9d0f5f48f582329fa166b394e527e8d3
DOC000307,year,2017,,Jeoloji Mühendisliği Dergisi / Journal of Geological Engineering 41 (2017) 155-172,high,still_human_review,strong_evidence_or_identity_threshold_not_met,qwen3.6-35b-a3b-mlx,metadata-verification-v1.2,1d7de282b7330457d53958c4fddbe86d9d0f5f48f582329fa166b394e527e8d3
DOC000307,document_type,academic_article,,Derleme / Review Paper,high,still_human_review,strong_evidence_or_identity_threshold_not_met,qwen3.6-35b-a3b-mlx,metadata-verification-v1.2,1d7de282b7330457d53958c4fddbe86d9d0f5f48f582329fa166b394e527e8d3
DOC000309,year,2015,,Kabul (accepted) : 19 Haziran (June) 2015,high,still_human_review,strong_evidence_or_identity_threshold_not_met,qwen3.6-35b-a3b-mlx,metadata-verification-v1.2,6a4602e3a0259548e858106ec652f0d7b5933684664e75c037f918ca2a34d8e9
DOC000309,document_type,academic_article,,"Özgür SATICI 1 , Tamer TOPAL 2 ... Geliş (received) : 26 Mayıs (May) 2015 Düzeltme (revised) : 09 Haziran (June) 2015 Kabul (accepted) : 19 Haziran (June) 2015",high,still_human_review,strong_evidence_or_identity_threshold_not_met,qwen3.6-35b-a3b-mlx,metadata-verification-v1.2,6a4602e3a0259548e858106ec652f0d7b5933684664e75c037f918ca2a34d8e9
DOC000009,language,mixed,,AppendixF /G49/G72/G90/G73/G82/G88/G81/G71/G79/G68/G81/G71/G3/G41/G76/G91/G72/G71/G3/G47/G76/G81/G78/G3/G51/G85/G72/G16/G73/G72/G68/G86/G76/G69/G76/G79/G76/G87/G92/G3/G54/G87/G88/G71/G92/G51/G68/G74/G72/G3/G20/G3/G82/G73/G3/G21 /G53/G68/G76/G79/G3/G55/G88/G81/G81/G72/G79 /G40/G86/G87/G76/G80/G68/G87,high,still_human_review,strong_evidence_or_identity_threshold_not_met,qwen3.6-35b-a3b-mlx,metadata-verification-v1.2,a11326648f705babf4f9c91a9092d8833da40a7faf35e15ec6495b13fd30a412
DOC000041,language,en,,# Estimate of annual operating costs Highway Tunnel,high,still_human_review,strong_evidence_or_identity_threshold_not_met,qwen3.6-35b-a3b-mlx,metadata-verification-v1.2,b33de96bcf1b4e6bdf99bfa40e8c182174ccd7c66ae084a49aa979ad0e50d592
DOC000054,language,mixed,,Kaynak arşiv görseli: Enjeksiyon Foto2.,high,still_human_review,strong_evidence_or_identity_threshold_not_met,qwen3.6-35b-a3b-mlx,metadata-verification-v1.2,c5b8b61e1d07edae30e7d35e3dc56cce68fc7b53c297f49f3284d708bb25ab9b
DOC000056,language,mixed,,Enjeksiyon Fotoları **Invert Betonu Uygulaması Fotosu**,high,still_human_review,strong_evidence_or_identity_threshold_not_met,qwen3.6-35b-a3b-mlx,metadata-verification-v1.2,8e2601e33aad2c570d8dc5a4467a48a5dc5a6ee6c8e75bdc132f9820a57e3629
DOC000057,language,mixed,,OCR ile metin tespit edilmedi.,low,unresolved_nonblocking,no_strong_field_specific_evidence,qwen3.6-35b-a3b-mlx,metadata-verification-v1.2,c77a14960e997ca95740010fef35aba2ec824861a306004633b190bc4d42d408
DOC000241,language,tr,,TABAN KEMERLI TÜNEL TIP KESITI (ALIYMANDA),high,still_human_review,strong_evidence_or_identity_threshold_not_met,qwen3.6-35b-a3b-mlx,metadata-verification-v1.2,0739a505bb03a31d9a928a532246cec81bdbdc60aff7f67d1e44fd3cc5d1da76
DOC000242,language,tr,,# Taban kemersiz tip kesit ## Sayfa 1 NOTLAR: AKuNids ORGLEN TRAFIK SAHIMLARIKATE ALINA 4 NYORNLATMA ALAT 80 TABAN KEMERSIZ TONEL TIP KESITI (V.NODA),high,still_human_review,strong_evidence_or_identity_threshold_not_met,qwen3.6-35b-a3b-mlx,metadata-verification-v1.2,a369ef85c983f426012c2b61cddd67c99178d863bfa6eb3d6ea6889170ef8c12
