document_id,source_relative_path,source_final_markdown,normalized_markdown,source_sha256,normalized_sha256,changed,normalization_status,rule_unicode_normalization_count,rule_whitespace_count,rule_ocr_spacing_count,rule_linebreak_count,rule_hyphenation_count,rule_header_footer_count,rule_replacement_character_count,rule_encoding_cleanup_count,rule_placeholder_count,manual_review_required,review_reason,normalizer_version,processed_at
DOC000068,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)_Kullanılan Dokumanlar/TBM(Tunnel Boring Machine).pptx,data/corpus_final/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)_Kullanılan Dokumanlar/TBM(Tunnel Boring Machine).md,data/corpus_normalized/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)_Kullanılan Dokumanlar/TBM(Tunnel Boring Machine).md,f188b13d3fc7c8244b131ef9ca56eef0483643f5623169707df1c3566f6e3d27,35d4d736806d5ae55a35aebe16f22c085a3c7c967ec07d54dd96a94736e614a3,true,normalized,0,31,0,0,0,0,0,0,40,false,,text-normalizer-v1.1,2026-08-16T00:34:50+00:00
DOC000069,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/19 MayısUniversitesi14. hafta (2020-2021).docx,data/corpus_final/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/19 MayısUniversitesi14. hafta (2020-2021).md,data/corpus_normalized/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/19 MayısUniversitesi14. hafta (2020-2021).md,634103efcdf0d98df22ff37e9369f68e02c7ae6d8c4649fea99e2d55b93ab3ab,e5a066ca3eaeea8025919ec6e742f31cabfe3519e4fd46aef9c0205e4b7a879f,true,normalized,0,4,0,0,0,0,0,0,26,false,,text-normalizer-v1.1,2026-08-16T00:34:50+00:00
DOC000070,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/Dergipark_Kop T__neli Yap__m __al____malar__ ve Metodolojisi#367279-384775.docx,data/corpus_final/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/Dergipark_Kop T__neli Yap__m __al____malar__ ve Metodolojisi#367279-384775.md,data/corpus_normalized/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/Dergipark_Kop T__neli Yap__m __al____malar__ ve Metodolojisi#367279-384775.md,0eb0fa6184cfbcea783d59db9de6fcc599c87118a062c111ce064bf5d63027b5,3adb9901f46930428b42ef5fa7caf8b9d292a06a40fa3d73646d2985d2ba4e44,true,normalized,0,12,0,0,0,0,0,0,18,false,,text-normalizer-v1.1,2026-08-16T00:34:50+00:00
DOC000071,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/ITU Yuksek Lisans Tezi.docx,data/corpus_final/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/ITU Yuksek Lisans Tezi.md,data/corpus_normalized/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/ITU Yuksek Lisans Tezi.md,093eaeaec830a95c4c62e0a041094eb8af555576c452bf2d122c17d73ca5d6bd,8a675d26c69298b5ad0294897a598c24487c00178e97d840ccdf1486af568946,true,normalized,0,310,0,0,0,0,0,0,75,false,,text-normalizer-v1.1,2026-08-16T00:34:50+00:00
DOC000072,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/KTU_Tez_Tam Metin.docx,data/corpus_final/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/KTU_Tez_Tam Metin.md,data/corpus_normalized/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/KTU_Tez_Tam Metin.md,57d2484ae5394144b3e77df48a6537c5878151068f9bedba7120a12b849aa351,74758b4b686e7fdcbcfdda10e257aa52eb7cb0bab6ebefba240100c0a25684a2,true,normalized,0,1762,0,0,0,0,0,0,94,false,,text-normalizer-v1.1,2026-08-16T00:34:50+00:00
DOC000073,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/SinaKiziroglu.docx,data/corpus_final/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/SinaKiziroglu.md,data/corpus_normalized/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/SinaKiziroglu.md,7494957b904f28aae94868474e16c53e93aa6b21703ffbcd758bcfd38cdc80e9,af777a783d4a4831818dd8dcbbd7da5e85b070ea1bff4afa7e8127c931820896,true,normalized_with_warning,0,140,0,0,0,0,0,0,88,true,repeated_header_footer_candidate_not_removed:[**www.kgm.gov.tr**](http://www.kgm.gov.tr/),text-normalizer-v1.1,2026-08-16T00:34:50+00:00
DOC000074,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/TUNELLERDE_DESTEK_SISTEMLERI_VE_GUCLENDI.docx,data/corpus_final/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/TUNELLERDE_DESTEK_SISTEMLERI_VE_GUCLENDI.md,data/corpus_normalized/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/TUNELLERDE_DESTEK_SISTEMLERI_VE_GUCLENDI.md,838e67aadee86a12bd5b91e25c255c11da3af34a6546eee5d58d9b980d02975d,264bb7e491d9754df00710a8dd23750a74d10dc7c39fa6b2291ca2c606ad6750,true,normalized,0,18,0,0,0,0,0,0,63,false,,text-normalizer-v1.1,2026-08-16T00:34:50+00:00
DOC000075,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/Tünel Eğitim Kitabı 8 EYLÜL 2016.docx,data/corpus_final/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/Tünel Eğitim Kitabı 8 EYLÜL 2016.md,data/corpus_normalized/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/Tünel Eğitim Kitabı 8 EYLÜL 2016.md,fda7600bc45c6d1ea0fc71462320ec8340cdfb379ba501d06bcd0088ef716290,b6b60b84c962f676be9698822a99cc397e91023be5b366c5802116c7744cf27a,true,normalized,0,847,0,3,0,0,0,0,348,false,,text-normalizer-v1.1,2026-08-16T00:34:50+00:00
DOC000076,Mehmet/Kitap 2.Bolum/Tuneller Bolum2_9_7_2025.docx,data/corpus_final/Mehmet/Kitap 2.Bolum/Tuneller Bolum2_9_7_2025.md,data/corpus_normalized/Mehmet/Kitap 2.Bolum/Tuneller Bolum2_9_7_2025.md,1bfc73ff6b34ca9d727419655407d881decc96bf8a8dce5049d6f553427a8a0d,b6db2bbbbb7c8400f12a85a1bd480a7471ce8b110bb7cfadfc1612bad9655957,true,normalized,0,71,0,0,0,0,0,0,54,false,,text-normalizer-v1.1,2026-08-16T00:34:50+00:00
DOC000086,Mehmet/Literatur/Kaynaklar.docx,data/corpus_final/Mehmet/Literatur/Kaynaklar.md,data/corpus_normalized/Mehmet/Literatur/Kaynaklar.md,6ad3e0c592b61149204b25399d87003562dec73a24e1465274adef239a945e92,6ad3e0c592b61149204b25399d87003562dec73a24e1465274adef239a945e92,false,unchanged,0,0,0,0,0,0,0,0,0,false,,text-normalizer-v1.1,2026-08-16T00:34:51+00:00
DOC000087,Mehmet/Literatur/KGM_Teknik_Sartnamesi_2013.pdf,data/corpus_final/Mehmet/Literatur/KGM_Teknik_Sartnamesi_2013.md,data/corpus_normalized/Mehmet/Literatur/KGM_Teknik_Sartnamesi_2013.md,7b49f5bbc13adca6a760d27e3e6087a7061d9291ccd2719962e2cf663bebe25d,1350bac384245907ff01698014f7bde6d2f69afcae38c2b5b5808dbf1ea20d83,true,normalized,0,3017,2,0,0,0,0,0,1077,false,,text-normalizer-v1.1,2026-08-16T00:34:51+00:00
DOC000096,Mehmet/Literatur/Wordler/CevreSehircilik_tunel-isler--20230202145300.docx,data/corpus_final/Mehmet/Literatur/Wordler/CevreSehircilik_tunel-isler--20230202145300.md,data/corpus_normalized/Mehmet/Literatur/Wordler/CevreSehircilik_tunel-isler--20230202145300.md,9641ba80558f711c9da45821659ad5f4799987b64fdc5ed5d6f763394356ea98,8dc5210d832b89202cd3af24fdfb3f24f58f9bb9fed55be28ca1210662fcb46a,true,normalized,0,9,0,0,0,0,0,0,0,false,,text-normalizer-v1.1,2026-08-16T00:34:51+00:00
DOC000098,Mehmet/Literatur/Wordler/Harran Uni_Yüksek Lisans Tezi.docx,data/corpus_final/Mehmet/Literatur/Wordler/Harran Uni_Yüksek Lisans Tezi.md,data/corpus_normalized/Mehmet/Literatur/Wordler/Harran Uni_Yüksek Lisans Tezi.md,92df0380400b9414c72730243da025668eedd43dd28a12f4925f334b2b3f93bb,39c0ec7a6493d65dba56f2d9eb98322da06cbabfe754c9028aa20c0610fe3143,true,normalized,0,218,0,0,0,0,0,0,73,false,,text-normalizer-v1.1,2026-08-16T00:34:51+00:00
DOC000099,Mehmet/Literatur/Wordler/IMO_12782.docx,data/corpus_final/Mehmet/Literatur/Wordler/IMO_12782.md,data/corpus_normalized/Mehmet/Literatur/Wordler/IMO_12782.md,c474b14e71c367cca57ccd5c79fdc2ff5835a6d648c1216271f925f6a3070b0c,8c15ba74d2a9551e0cf4e6e2cf7dbbebb083d5a3567879dec0d22d0ed817a320,true,normalized,0,169,0,0,0,0,0,0,29,false,,text-normalizer-v1.1,2026-08-16T00:34:51+00:00
DOC000100,Mehmet/Literatur/Wordler/IMO_TBM Maliyet_18238_29_19.docx,data/corpus_final/Mehmet/Literatur/Wordler/IMO_TBM Maliyet_18238_29_19.md,data/corpus_normalized/Mehmet/Literatur/Wordler/IMO_TBM Maliyet_18238_29_19.md,2f093c430f43ded1b67b2108f3d6752e19f14b1733bdc160bca96ce8c0ee2fcc,09b12754baf146065121bd1e6daadd96eb5d68c6b965878716b8e58c5fac7355,true,normalized,47,7,0,0,0,0,0,0,2,false,,text-normalizer-v1.1,2026-08-16T00:34:51+00:00
DOC000102,Mehmet/Literatur/Wordler/KayaTunelleri_AnkUni_Konu13.docx,data/corpus_final/Mehmet/Literatur/Wordler/KayaTunelleri_AnkUni_Konu13.md,data/corpus_normalized/Mehmet/Literatur/Wordler/KayaTunelleri_AnkUni_Konu13.md,af063b20e1d71b047b7abe09ffd89393426b810479fcee6b102a66bf8a953561,8d9056127ecca5121b40d02ae90de7c9915dd2b5af333b19ccf87e1b241ca538,true,normalized,0,16,0,0,0,0,0,0,5,false,,text-normalizer-v1.1,2026-08-16T00:34:51+00:00
DOC000103,Mehmet/Literatur/Wordler/KPT(KaynarcaPendikTuzla) Metrosu_24220221180893.docx,data/corpus_final/Mehmet/Literatur/Wordler/KPT(KaynarcaPendikTuzla) Metrosu_24220221180893.md,data/corpus_normalized/Mehmet/Literatur/Wordler/KPT(KaynarcaPendikTuzla) Metrosu_24220221180893.md,b53f277dcd0f51d08eeec8f96d0cd4eaa0780574df27d33055a7fdb7d09cd7b4,b53f277dcd0f51d08eeec8f96d0cd4eaa0780574df27d33055a7fdb7d09cd7b4,false,unchanged,0,0,0,0,0,0,0,0,21,false,,text-normalizer-v1.1,2026-08-16T00:34:51+00:00
DOC000105,Mehmet/Literatur/Wordler/Maden Muh Oda_Italyan Tunel Acma Yontemi2475424055cc5ce_ek.docx,data/corpus_final/Mehmet/Literatur/Wordler/Maden Muh Oda_Italyan Tunel Acma Yontemi2475424055cc5ce_ek.md,data/corpus_normalized/Mehmet/Literatur/Wordler/Maden Muh Oda_Italyan Tunel Acma Yontemi2475424055cc5ce_ek.md,018d1bda6d9f6ec712df5a65e93bdf8a0e17f024f89d38e8b703c8d8a4ea68d2,6ae0e005952058ac5a0173491085bb33ecf63059cc8d638915be5cb4e60d337f,true,normalized,0,161,0,0,0,0,0,0,18,false,,text-normalizer-v1.1,2026-08-16T00:34:51+00:00
DOC000109,Mehmet/Literatur/Wordler/YTMK/2015/00_Program.docx,data/corpus_final/Mehmet/Literatur/Wordler/YTMK/2015/00_Program.md,data/corpus_normalized/Mehmet/Literatur/Wordler/YTMK/2015/00_Program.md,5b95c1533c34fdb9882dba4ed88616e04e9dd3b3b91ec1dc042e3c8a0e4343be,38071cbee4773f656a47bf9304df51e3de20aef6986a1ea892683e4b2ca44384,true,normalized,0,26,0,0,0,0,0,0,8,false,,text-normalizer-v1.1,2026-08-16T00:34:51+00:00
DOC000110,Mehmet/Literatur/Wordler/YTMK/2015/01_TUG_NATM.docx,data/corpus_final/Mehmet/Literatur/Wordler/YTMK/2015/01_TUG_NATM.md,data/corpus_normalized/Mehmet/Literatur/Wordler/YTMK/2015/01_TUG_NATM.md,66e1efaf1e4dfe7a456ff1b011ea7e1bd1437509c36c359f5f5139e3a58d8c0a,2138122c362d6d9fc7a6f73013a7988854961c009739cc774b93a8ad9902910e,true,normalized,0,6,0,0,0,0,0,0,31,false,,text-normalizer-v1.1,2026-08-16T00:34:51+00:00
DOC000111,Mehmet/Literatur/Wordler/YTMK/2015/02_3G_Investigation_strategy_AFa.docx,data/corpus_final/Mehmet/Literatur/Wordler/YTMK/2015/02_3G_Investigation_strategy_AFa.md,data/corpus_normalized/Mehmet/Literatur/Wordler/YTMK/2015/02_3G_Investigation_strategy_AFa.md,7719e10283564bc6248ada4532e48b1dc449cfd5c10be5b88a2980457c280759,5e0d15aa33e37ac7c3c34b76d39258391ff65958b590736501b2a58dddbda46a,true,normalized,0,13,0,0,0,0,0,0,33,false,,text-normalizer-v1.1,2026-08-16T00:34:51+00:00
DOC000112,Mehmet/Literatur/Wordler/YTMK/2015/03_IGT-Influence_of_codes_guidelines_and_other_regulations_on_the_tunnel_design_in_Austria.docx,data/corpus_final/Mehmet/Literatur/Wordler/YTMK/2015/03_IGT-Influence_of_codes_guidelines_and_other_regulations_on_the_tunnel_design_in_Austria.md,data/corpus_normalized/Mehmet/Literatur/Wordler/YTMK/2015/03_IGT-Influence_of_codes_guidelines_and_other_regulations_on_the_tunnel_design_in_Austria.md,e7576ad03287e42ec2e2279fc1a34f949312d88d9aa33150f1a94ce0ac217b47,0f938d506bfeebd84344e47ece03e426913842a7c981460b1027e94c129278a6,true,normalized,0,17,0,0,0,0,0,0,68,false,,text-normalizer-v1.1,2026-08-16T00:34:51+00:00
DOC000113,Mehmet/Literatur/Wordler/YTMK/2015/04_TUG_Risk_oriented_design.docx,data/corpus_final/Mehmet/Literatur/Wordler/YTMK/2015/04_TUG_Risk_oriented_design.md,data/corpus_normalized/Mehmet/Literatur/Wordler/YTMK/2015/04_TUG_Risk_oriented_design.md,9164210a7ea599cc4a6820ba987f8f40c6970864ae5942d821851e14c19d0001,28f161ffa1ebe2f57465e0ff3d4afe10944e4240361fda171474f2131412c864,true,normalized,0,59,0,0,0,0,0,0,78,false,,text-normalizer-v1.1,2026-08-16T00:34:51+00:00
DOC000114,Mehmet/Literatur/Wordler/YTMK/2015/05_IGT-Design_of_tunnels_in_various_rock_conditions.docx,data/corpus_final/Mehmet/Literatur/Wordler/YTMK/2015/05_IGT-Design_of_tunnels_in_various_rock_conditions.md,data/corpus_normalized/Mehmet/Literatur/Wordler/YTMK/2015/05_IGT-Design_of_tunnels_in_various_rock_conditions.md,bc2575f25af6853c3e66b7ff9d68683549dd5f3260afcc838cb9aeaf030aa31c,9ab515f2c0abda906fe5306f81c212ecb8defc9a3964bfc1c1b8de9b01c8f165,true,normalized,0,19,0,0,0,0,0,0,128,false,,text-normalizer-v1.1,2026-08-16T00:34:51+00:00
DOC000115,Mehmet/Literatur/Wordler/YTMK/2015/06_OBB_Koralm_HW.docx,data/corpus_final/Mehmet/Literatur/Wordler/YTMK/2015/06_OBB_Koralm_HW.md,data/corpus_normalized/Mehmet/Literatur/Wordler/YTMK/2015/06_OBB_Koralm_HW.md,5f8ba5f2f90db4a05146b3a8853dbd9f3435cc898eae73f44622630c08d20e24,7626163a9501d56460299ac8a9eb9b5a9706b7acc794077910a28ddbcfce63fd,true,normalized,0,15,0,0,0,0,0,0,65,false,,text-normalizer-v1.1,2026-08-16T00:34:51+00:00
DOC000116,Mehmet/Literatur/Wordler/YTMK/2015/07_TUG_support_weak_ground.docx,data/corpus_final/Mehmet/Literatur/Wordler/YTMK/2015/07_TUG_support_weak_ground.md,data/corpus_normalized/Mehmet/Literatur/Wordler/YTMK/2015/07_TUG_support_weak_ground.md,e668d87db56e50b35350b989484a6bc416ff3f1e4071cd488fe2de0d85bdee07,b0abb20b7b92ecfabbae67576115f2252720123fdaf0b806d9303ab4e8814b41,true,normalized,0,35,0,0,0,0,0,0,137,false,,text-normalizer-v1.1,2026-08-16T00:34:51+00:00
DOC000117,Mehmet/Literatur/Wordler/YTMK/2015/09_TUG_Monitoring.docx,data/corpus_final/Mehmet/Literatur/Wordler/YTMK/2015/09_TUG_Monitoring.md,data/corpus_normalized/Mehmet/Literatur/Wordler/YTMK/2015/09_TUG_Monitoring.md,d3956083997588460a755a361c9bbde514cdf3b7a6b0728919ced09c310930c0,34e3d553822035e9474cd6b72ee05af446a446b09c38354046a79e5fd3fc839b,true,normalized,0,85,0,0,0,0,0,0,526,false,,text-normalizer-v1.1,2026-08-16T00:34:51+00:00
DOC000118,Mehmet/Literatur/Wordler/YTMK/2015/10_OBB_SiteOrganHW.docx,data/corpus_final/Mehmet/Literatur/Wordler/YTMK/2015/10_OBB_SiteOrganHW.md,data/corpus_normalized/Mehmet/Literatur/Wordler/YTMK/2015/10_OBB_SiteOrganHW.md,287634f4b64591ef92b72af814afff5febb54467ef3b8d904e2bbea39e6c2b11,242cd4c132a48e8e3decbb628aa3775ec3f048e6dc69329f21849695a592029c,true,normalized,0,5,0,0,0,0,0,0,28,false,,text-normalizer-v1.1,2026-08-16T00:34:51+00:00
DOC000119,Mehmet/Literatur/Wordler/YTMK/2015/11_IGT-Supplementary_jet_grouting_at_metro_Vienna_Lot_U1-10.docx,data/corpus_final/Mehmet/Literatur/Wordler/YTMK/2015/11_IGT-Supplementary_jet_grouting_at_metro_Vienna_Lot_U1-10.md,data/corpus_normalized/Mehmet/Literatur/Wordler/YTMK/2015/11_IGT-Supplementary_jet_grouting_at_metro_Vienna_Lot_U1-10.md,d1874901964422f4fbd7c2d4411a3772230348c9842140adc0a0f9fee59991d3,8c9bcb6fde8dfe94ef8386d86ee6a00bcf28d7e100f0ce26522ad6d68d69d7e2,true,normalized,0,21,0,0,0,0,0,0,53,false,,text-normalizer-v1.1,2026-08-16T00:34:51+00:00
DOC000120,Mehmet/Literatur/Wordler/YTMK/2015/12_TUG_contract.docx,data/corpus_final/Mehmet/Literatur/Wordler/YTMK/2015/12_TUG_contract.md,data/corpus_normalized/Mehmet/Literatur/Wordler/YTMK/2015/12_TUG_contract.md,a8fbb7b355b95406a42786d3d3ebae4d7a5b97c29d116ffd37e142b97f619052,dfa0d9695255e1e091cce448806a4b28d0ee9d7afd418006429001980d038330,true,normalized,0,5,0,0,0,0,0,0,6,false,,text-normalizer-v1.1,2026-08-16T00:34:51+00:00
DOC000121,Mehmet/Literatur/Wordler/YTMK/2015/Austrian-practice-of_tunnelling-contracts_Engl.docx,data/corpus_final/Mehmet/Literatur/Wordler/YTMK/2015/Austrian-practice-of_tunnelling-contracts_Engl.md,data/corpus_normalized/Mehmet/Literatur/Wordler/YTMK/2015/Austrian-practice-of_tunnelling-contracts_Engl.md,ce54d82bd5bc9d6d53724a95f0d94a16d922cf6593c8278b6ded0f15b081ed92,5de7f183ec8a41d956b3967daeae27572f8f46140c574fa9b571c4eb7873ee89,true,normalized,0,164,0,0,0,0,0,0,220,false,,text-normalizer-v1.1,2026-08-16T00:34:51+00:00
DOC000122,Mehmet/Literatur/Wordler/YTMK/2015/Guideline_Geotechnical_Design_conv_2010_01.docx,data/corpus_final/Mehmet/Literatur/Wordler/YTMK/2015/Guideline_Geotechnical_Design_conv_2010_01.md,data/corpus_normalized/Mehmet/Literatur/Wordler/YTMK/2015/Guideline_Geotechnical_Design_conv_2010_01.md,e0a14876017c0714bc835cbe40d83a96661781afaa9faef3412928f1c2af21ae,a547ed68d66ec2e7dc6e9e24851f1ef9d97dba443b9ab424265f89b23f2d8588,true,normalized,0,127,0,0,0,0,0,0,6,false,,text-normalizer-v1.1,2026-08-16T00:34:51+00:00
DOC000123,Mehmet/Literatur/Wordler/YTMK/2015/OeGG_Monitoring_Handbook.docx,data/corpus_final/Mehmet/Literatur/Wordler/YTMK/2015/OeGG_Monitoring_Handbook.md,data/corpus_normalized/Mehmet/Literatur/Wordler/YTMK/2015/OeGG_Monitoring_Handbook.md,de6abc8ded943a19d0e6ec7e99fe0bbf8b1aa1253de040f0f22c1d85716a397b,fdfaf2f9ef7337662488df52ba5ea72863ac10458ccc79c195d70e6fa05214cc,true,normalized,0,125,0,0,0,0,0,0,101,false,,text-normalizer-v1.1,2026-08-16T00:34:51+00:00
DOC000124,Mehmet/Literatur/Wordler/YTU Yuksek Lisans.docx,data/corpus_final/Mehmet/Literatur/Wordler/YTU Yuksek Lisans.md,data/corpus_normalized/Mehmet/Literatur/Wordler/YTU Yuksek Lisans.md,986564ae7f1c906f1d88e2f85e63c98b60257abc2a34c3f9d1853c632079d142,a13bf12a722633c68cd1849378c678fbf272562d9b46f9faa5fa2627e7795a45,true,normalized,0,868,0,4,0,0,0,0,200,false,,text-normalizer-v1.1,2026-08-16T00:34:52+00:00
DOC000125,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Ahmet Sirin.pdf,data/corpus_final/Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Ahmet Sirin.md,data/corpus_normalized/Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Ahmet Sirin.md,297b28b90c16d44463be04717847a727c31ff8bed4373a7f5a51ba03a4590036,d76657f73005cddfda509b5956bd38c54505061516ebb971464441786dbc4d86,true,normalized,0,35,37,0,0,0,0,0,221,false,,text-normalizer-v1.1,2026-08-16T00:34:52+00:00
DOC000126,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Dr Orhan Simsek.pdf,data/corpus_final/Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Dr Orhan Simsek.md,data/corpus_normalized/Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Dr Orhan Simsek.md,09a46cbdf5f23f262ad087d04b2cdd2cd777f07a0676641141b806faee8ba2b9,09a46cbdf5f23f262ad087d04b2cdd2cd777f07a0676641141b806faee8ba2b9,false,unchanged,0,0,0,0,0,0,0,0,67,false,,text-normalizer-v1.1,2026-08-16T00:34:52+00:00
DOC000127,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/M.Kemal Akman.pdf,data/corpus_final/Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/M.Kemal Akman.md,data/corpus_normalized/Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/M.Kemal Akman.md,d1c20223903bd3f38d0ae6b884e982a61606ca1fe12d707b9d013570f7744557,abcf4f33c6c0883504b68ff26bb97db7ca68cf00a5a5581b0cbc96d0b601c9e1,true,normalized,0,5,0,0,0,0,0,0,71,false,,text-normalizer-v1.1,2026-08-16T00:34:52+00:00
DOC000128,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Merih Ozgen.pdf,data/corpus_final/Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Merih Ozgen.md,data/corpus_normalized/Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Merih Ozgen.md,6b3484c28aaddbda51110fb2d869815bbaf705faff11671c13c939b1442a2b13,bfe3eb1aba53427f77a9a01d72f71c073ef3f0e5411024927ebb6c2146238397,true,normalized_with_warning,0,2,3,0,0,0,0,0,236,true,repeated_header_footer_candidate_not_removed:www.vizyon2023turkiye.org,text-normalizer-v1.1,2026-08-16T00:34:52+00:00
DOC000129,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Muhammed Alyuruk.pdf,data/corpus_final/Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Muhammed Alyuruk.md,data/corpus_normalized/Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Muhammed Alyuruk.md,33b79e4eb9d0dcdf5904adf4fff942c1683cd073cadd604a4f423b5b42ac8f0a,d53c9b53e36f5646d7a3b4f038e86e2f73cab41372ff24c43c1b0e020ea05fe0,true,normalized,0,1,0,0,0,0,0,0,56,false,,text-normalizer-v1.1,2026-08-16T00:34:52+00:00
DOC000130,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Murat Dursun Barut.pdf,data/corpus_final/Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Murat Dursun Barut.md,data/corpus_normalized/Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Murat Dursun Barut.md,838a290afaef9de024e59ca8a2c49a03c90e625c033ae1daa9bd0372e3a3f94a,1fc35fbd5ffc3adf50afa872f7cff2cde689deaf4d03948a0a56d013ab429497,true,normalized,0,1,1,0,0,0,0,0,20,false,,text-normalizer-v1.1,2026-08-16T00:34:52+00:00
DOC000131,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Nurettin Demir.pdf,data/corpus_final/Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Nurettin Demir.md,data/corpus_normalized/Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Nurettin Demir.md,651dbc25991aff3d75aa5567ba5016096b3df372547be13007564939b771b71c,e5f54776a8ff6049d73c22f28e813b0e0ca589f5b55d721b676b207b1c3cff6a,true,normalized,0,5,0,0,0,0,0,0,79,false,,text-normalizer-v1.1,2026-08-16T00:34:52+00:00
DOC000132,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Prof Mahir Vardar.pdf,data/corpus_final/Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Prof Mahir Vardar.md,data/corpus_normalized/Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Prof Mahir Vardar.md,1a1734aef08586b43f75ea0587107f0deadcc8025acfb263cd7aae9703cd7bcb,0fd89f0844f6a1da9e7668c3acda64072f158362abaf392facee605b5a4343ec,true,normalized,0,2,2,0,0,0,0,0,62,false,,text-normalizer-v1.1,2026-08-16T00:34:52+00:00
DOC000145,Mehmet/Literatur/YTMK Tunelcilik Semineri/2015/10a_OBB_SafetyManagement_HW_Kompatibilitatsmodus.pdf,data/corpus_final/Mehmet/Literatur/YTMK Tunelcilik Semineri/2015/10a_OBB_SafetyManagement_HW_Kompatibilitatsmodus.md,data/corpus_normalized/Mehmet/Literatur/YTMK Tunelcilik Semineri/2015/10a_OBB_SafetyManagement_HW_Kompatibilitatsmodus.md,19633bda17340343bce12e3452999f86e785c89a048a878d6544326c67eec1ce,984a3e101cecdf4a5e22f515301ae486587bf439eba78e9cbfcf04a1abf39642,true,normalized,0,2,0,0,0,0,0,0,64,false,,text-normalizer-v1.1,2026-08-16T00:34:52+00:00
DOC000151,Mehmet/Literatur/YTMK Tunelcilik Semineri/YTMK Kaynaklar.docx,data/corpus_final/Mehmet/Literatur/YTMK Tunelcilik Semineri/YTMK Kaynaklar.md,data/corpus_normalized/Mehmet/Literatur/YTMK Tunelcilik Semineri/YTMK Kaynaklar.md,99da913ce15176f47d4ea57aa06d1ff1dc14ac83d3a19f5d6bac88c386ce170d,99da913ce15176f47d4ea57aa06d1ff1dc14ac83d3a19f5d6bac88c386ce170d,false,unchanged,0,0,0,0,0,0,0,0,0,false,,text-normalizer-v1.1,2026-08-16T00:34:52+00:00
