chunk_id,document_id,lexical_token_count,bge_m3_token_count,difference,ratio,over_1200,over_1500,over_model_limit,contains_table,contains_formula_placeholder,contains_image_placeholder,provenance_status
DOC000047-C0099,DOC000047,782,997,215,1.2749,0,0,0,0,0,1,page_resolved
DOC000047-C0100,DOC000047,953,1175,222,1.2329,0,0,0,0,0,0,page_resolved
DOC000047-C0101,DOC000047,425,537,112,1.2635,0,0,0,0,0,0,page_resolved
DOC000047-C0102,DOC000047,1071,1300,229,1.2138,1,0,0,0,0,0,page_resolved
DOC000047-C0103,DOC000047,1007,1193,186,1.1847,0,0,0,0,0,0,page_resolved
DOC000047-C0104,DOC000047,200,259,59,1.2950,0,0,0,0,0,0,page_resolved
DOC000047-C0105,DOC000047,584,763,179,1.3065,0,0,0,0,0,1,page_resolved
DOC000047-C0106,DOC000047,974,1019,45,1.0462,0,0,0,1,0,0,page_resolved
DOC000047-C0107,DOC000047,703,836,133,1.1892,0,0,0,0,1,0,page_resolved
DOC000047-C0108,DOC000047,835,1020,185,1.2216,0,0,0,0,0,0,page_resolved
DOC000047-C0109,DOC000047,927,1239,312,1.3366,1,0,0,0,0,0,page_resolved
DOC000047-C0110,DOC000047,591,772,181,1.3063,0,0,0,0,0,1,page_resolved
DOC000047-C0111,DOC000047,794,967,173,1.2179,0,0,0,0,0,0,page_resolved
DOC000047-C0112,DOC000047,913,1132,219,1.2399,0,0,0,0,0,0,page_resolved
DOC000047-C0113,DOC000047,922,1112,190,1.2061,0,0,0,0,0,1,page_resolved
DOC000047-C0114,DOC000047,1195,735,-460,0.6151,0,0,0,1,0,0,page_resolved
DOC000047-C0115,DOC000047,139,168,29,1.2086,0,0,0,0,0,0,page_resolved
DOC000047-C0116,DOC000047,281,339,58,1.2064,0,0,0,0,1,0,page_resolved
DOC000047-C0117,DOC000047,1285,1225,-60,0.9533,1,0,0,1,0,0,page_resolved
DOC000047-C0118,DOC000047,990,783,-207,0.7909,0,0,0,1,0,0,page_resolved
DOC000047-C0119,DOC000047,954,1033,79,1.0828,0,0,0,1,1,0,page_resolved
DOC000047-C0120,DOC000047,356,387,31,1.0871,0,0,0,1,0,0,page_resolved
DOC000047-C0121,DOC000047,2834,3425,591,1.2085,1,1,0,1,0,0,page_resolved
DOC000047-C0122,DOC000047,42,59,17,1.4048,0,0,0,0,1,0,page_resolved
DOC000047-C0123,DOC000047,685,726,41,1.0599,0,0,0,1,0,1,page_resolved
DOC000047-C0124,DOC000047,958,745,-213,0.7777,0,0,0,1,0,1,page_resolved
DOC000047-C0125,DOC000047,566,697,131,1.2314,0,0,0,0,0,1,page_resolved
DOC000047-C0126,DOC000047,813,998,185,1.2276,0,0,0,0,0,1,page_resolved
DOC000047-C0127,DOC000047,997,1278,281,1.2818,1,0,0,0,0,1,page_resolved
DOC000047-C0128,DOC000047,963,1216,253,1.2627,1,0,0,0,0,1,page_resolved
DOC000047-C0129,DOC000047,514,640,126,1.2451,0,0,0,0,0,0,page_resolved
DOC000047-C0130,DOC000047,318,414,96,1.3019,0,0,0,0,0,1,page_resolved
DOC000047-C0131,DOC000047,1109,778,-331,0.7015,0,0,0,1,0,1,page_resolved
DOC000047-C0132,DOC000047,765,971,206,1.2693,0,0,0,0,0,1,page_resolved
DOC000047-C0133,DOC000047,286,355,69,1.2413,0,0,0,0,0,0,page_resolved
DOC000047-C0134,DOC000047,780,799,19,1.0244,0,0,0,1,0,1,page_resolved
DOC000047-C0135,DOC000047,1124,1121,-3,0.9973,0,0,0,1,0,1,page_resolved
DOC000047-C0136,DOC000047,1078,901,-177,0.8358,0,0,0,1,1,0,page_resolved
DOC000047-C0137,DOC000047,328,210,-118,0.6402,0,0,0,1,0,0,page_resolved
DOC000047-C0138,DOC000047,725,907,182,1.2510,0,0,0,0,1,1,page_resolved
DOC000047-C0139,DOC000047,899,855,-44,0.9511,0,0,0,1,0,1,page_resolved
DOC000047-C0140,DOC000047,447,564,117,1.2617,0,0,0,0,0,1,page_resolved
DOC000047-C0141,DOC000047,1296,617,-679,0.4761,0,0,0,1,0,0,page_resolved
DOC000047-C0142,DOC000047,1232,678,-554,0.5503,0,0,0,1,0,0,page_resolved
DOC000047-C0143,DOC000047,970,831,-139,0.8567,0,0,0,1,0,1,page_resolved
DOC000047-C0144,DOC000047,961,1168,207,1.2154,0,0,0,0,0,0,page_resolved
DOC000047-C0145,DOC000047,735,909,174,1.2367,0,0,0,0,1,1,page_resolved
DOC000047-C0146,DOC000047,853,1037,184,1.2157,0,0,0,0,0,0,page_resolved
DOC000047-C0147,DOC000047,779,962,183,1.2349,0,0,0,0,0,0,page_resolved
DOC000047-C0148,DOC000047,736,911,175,1.2378,0,0,0,0,0,1,page_resolved
DOC000047-C0149,DOC000047,894,1109,215,1.2405,0,0,0,0,0,1,page_resolved
DOC000047-C0150,DOC000047,784,1046,262,1.3342,0,0,0,0,0,1,page_resolved
DOC000047-C0151,DOC000047,927,1156,229,1.2470,0,0,0,0,0,0,page_resolved
DOC000047-C0152,DOC000047,213,288,75,1.3521,0,0,0,0,1,0,page_resolved
DOC000047-C0153,DOC000047,17,38,21,2.2353,0,0,0,0,0,0,page_resolved
DOC000047-C0154,DOC000047,1231,778,-453,0.6320,0,0,0,1,0,0,page_resolved
DOC000047-C0155,DOC000047,542,540,-2,0.9963,0,0,0,1,0,0,page_resolved
DOC000047-C0156,DOC000047,1006,952,-54,0.9463,0,0,0,1,0,0,page_resolved
DOC000047-C0157,DOC000047,1000,1260,260,1.2600,1,0,0,0,0,0,page_resolved
DOC000047-C0158,DOC000047,765,961,196,1.2562,0,0,0,0,0,1,page_resolved
DOC000047-C0159,DOC000047,289,361,72,1.2491,0,0,0,0,0,0,page_resolved
DOC000047-C0160,DOC000047,1149,924,-225,0.8042,0,0,0,1,0,1,page_resolved
DOC000047-C0161,DOC000047,387,477,90,1.2326,0,0,0,0,0,1,page_resolved
DOC000047-C0162,DOC000047,721,922,201,1.2788,0,0,0,0,0,0,page_resolved
DOC000047-C0163,DOC000047,3049,1404,-1645,0.4605,1,0,0,1,0,0,page_resolved
DOC000047-C0164,DOC000047,359,438,79,1.2201,0,0,0,0,0,0,page_resolved
DOC000047-C0165,DOC000047,359,465,106,1.2953,0,0,0,0,0,0,page_resolved
DOC000047-C0166,DOC000047,426,538,112,1.2629,0,0,0,0,0,0,page_resolved
DOC000047-C0167,DOC000047,749,699,-50,0.9332,0,0,0,1,0,0,page_resolved
DOC000047-C0168,DOC000047,837,1018,181,1.2162,0,0,0,0,0,1,page_resolved
DOC000047-C0169,DOC000047,701,864,163,1.2325,0,0,0,0,0,0,page_resolved
DOC000047-C0170,DOC000047,1012,1104,92,1.0909,0,0,0,1,1,1,page_resolved
DOC000047-C0171,DOC000047,384,490,106,1.2760,0,0,0,0,0,1,page_resolved
DOC000047-C0172,DOC000047,924,881,-43,0.9535,0,0,0,1,0,0,page_resolved
DOC000047-C0173,DOC000047,802,980,178,1.2219,0,0,0,0,0,0,page_resolved
DOC000047-C0174,DOC000047,925,1061,136,1.1470,0,0,0,1,0,0,page_resolved
DOC000047-C0175,DOC000047,765,1052,287,1.3752,0,0,0,0,0,0,page_resolved
DOC000047-C0176,DOC000047,922,751,-171,0.8145,0,0,0,1,0,0,page_resolved
DOC000047-C0177,DOC000047,950,1158,208,1.2189,0,0,0,0,0,0,page_resolved
DOC000047-C0178,DOC000047,397,515,118,1.2972,0,0,0,0,0,0,page_resolved
DOC000047-C0179,DOC000047,1056,1336,280,1.2652,1,0,0,0,0,1,page_resolved
DOC000047-C0180,DOC000047,151,187,36,1.2384,0,0,0,0,0,0,page_resolved
DOC000047-C0181,DOC000047,891,1110,219,1.2458,0,0,0,0,1,0,page_resolved
DOC000047-C0182,DOC000047,606,737,131,1.2162,0,0,0,0,0,0,page_resolved
DOC000047-C0183,DOC000047,450,581,131,1.2911,0,0,0,0,0,0,page_resolved
DOC000047-C0184,DOC000047,998,1267,269,1.2695,1,0,0,0,0,0,page_resolved
DOC000047-C0185,DOC000047,445,549,104,1.2337,0,0,0,0,0,0,page_resolved
DOC000047-C0186,DOC000047,839,1041,202,1.2408,0,0,0,0,0,1,page_resolved
DOC000047-C0187,DOC000047,803,1009,206,1.2565,0,0,0,0,0,0,page_resolved
DOC000047-C0188,DOC000047,727,868,141,1.1939,0,0,0,0,0,0,page_resolved
DOC000047-C0189,DOC000047,523,656,133,1.2543,0,0,0,0,0,1,page_resolved
DOC000047-C0190,DOC000047,855,1057,202,1.2363,0,0,0,0,0,0,page_resolved
DOC000047-C0191,DOC000047,826,1039,213,1.2579,0,0,0,0,0,0,page_resolved
DOC000047-C0192,DOC000047,826,997,171,1.2070,0,0,0,0,0,0,page_resolved
DOC000047-C0193,DOC000047,667,868,201,1.3013,0,0,0,0,0,0,page_resolved
DOC000047-C0194,DOC000047,711,868,157,1.2208,0,0,0,0,0,0,page_resolved
DOC000047-C0195,DOC000047,971,1189,218,1.2245,0,0,0,0,0,0,page_resolved
DOC000047-C0196,DOC000047,646,776,130,1.2012,0,0,0,0,0,0,page_resolved
DOC000047-C0197,DOC000047,949,1213,264,1.2782,1,0,0,0,0,0,page_resolved
DOC000047-C0198,DOC000047,1148,1475,327,1.2848,1,0,0,0,0,1,page_resolved
DOC000047-C0199,DOC000047,459,594,135,1.2941,0,0,0,0,0,0,page_resolved
DOC000047-C0200,DOC000047,623,811,188,1.3018,0,0,0,0,0,1,page_resolved
DOC000047-C0201,DOC000047,801,1077,276,1.3446,0,0,0,0,0,1,page_resolved
DOC000047-C0202,DOC000047,989,1309,320,1.3236,1,0,0,0,0,1,page_resolved
DOC000047-C0203,DOC000047,669,787,118,1.1764,0,0,0,0,0,0,page_resolved
DOC000047-C0204,DOC000047,879,1146,267,1.3038,0,0,0,0,0,1,page_resolved
DOC000047-C0205,DOC000047,1188,917,-271,0.7719,0,0,0,1,0,0,page_resolved
DOC000047-C0206,DOC000047,1044,582,-462,0.5575,0,0,0,1,0,0,page_resolved
DOC000047-C0207,DOC000047,1689,894,-795,0.5293,0,0,0,1,0,0,page_resolved
DOC000047-C0208,DOC000047,1638,875,-763,0.5342,0,0,0,1,0,0,page_resolved
DOC000047-C0209,DOC000047,1093,1292,199,1.1821,1,0,0,1,0,1,page_resolved
DOC000047-C0210,DOC000047,658,674,16,1.0243,0,0,0,1,0,1,page_resolved
DOC000047-C0211,DOC000047,553,717,164,1.2966,0,0,0,0,0,1,page_resolved
DOC000047-C0212,DOC000047,1070,1433,363,1.3393,1,0,0,0,0,1,page_resolved
DOC000047-C0213,DOC000047,925,1224,299,1.3232,1,0,0,0,0,0,page_resolved
DOC000047-C0214,DOC000047,723,923,200,1.2766,0,0,0,0,0,0,page_resolved
DOC000047-C0215,DOC000047,329,412,83,1.2523,0,0,0,0,0,0,page_resolved
DOC000047-C0216,DOC000047,1017,607,-410,0.5969,0,0,0,1,0,0,page_resolved
DOC000047-C0217,DOC000047,956,620,-336,0.6485,0,0,0,1,0,0,page_resolved
DOC000047-C0218,DOC000047,1157,979,-178,0.8462,0,0,0,1,0,0,page_resolved
DOC000047-C0219,DOC000047,536,707,171,1.3190,0,0,0,0,0,0,page_resolved
DOC000047-C0220,DOC000047,1092,1502,410,1.3755,1,1,0,0,0,1,page_resolved
DOC000047-C0221,DOC000047,795,1071,276,1.3472,0,0,0,0,0,1,page_resolved
DOC000047-C0222,DOC000047,908,1198,290,1.3194,0,0,0,0,0,1,page_resolved
DOC000047-C0223,DOC000047,661,838,177,1.2678,0,0,0,0,0,1,page_resolved
DOC000047-C0224,DOC000047,1083,1409,326,1.3010,1,0,0,0,0,1,page_resolved
DOC000047-C0225,DOC000047,380,507,127,1.3342,0,0,0,0,0,0,page_resolved
DOC000047-C0226,DOC000047,984,1212,228,1.2317,1,0,0,0,0,0,page_resolved
DOC000047-C0227,DOC000047,949,1238,289,1.3045,1,0,0,0,0,1,page_resolved
DOC000047-C0228,DOC000047,585,723,138,1.2359,0,0,0,0,0,0,page_resolved
DOC000047-C0229,DOC000047,860,1044,184,1.2140,0,0,0,0,0,1,page_resolved
DOC000047-C0230,DOC000047,916,1168,252,1.2751,0,0,0,0,0,1,page_resolved
DOC000047-C0231,DOC000047,825,1008,183,1.2218,0,0,0,0,0,0,page_resolved
DOC000047-C0232,DOC000047,771,1004,233,1.3022,0,0,0,0,0,0,page_resolved
DOC000047-C0233,DOC000047,448,552,104,1.2321,0,0,0,0,0,0,page_resolved
DOC000047-C0234,DOC000047,1141,1398,257,1.2252,1,0,0,0,0,0,page_resolved
DOC000047-C0235,DOC000047,538,632,94,1.1747,0,0,0,0,0,0,page_resolved
DOC000047-C0236,DOC000047,858,887,29,1.0338,0,0,0,1,0,0,page_resolved
DOC000047-C0237,DOC000047,564,672,108,1.1915,0,0,0,0,1,0,page_resolved
DOC000047-C0238,DOC000047,538,675,137,1.2546,0,0,0,0,1,0,page_resolved
DOC000047-C0239,DOC000047,1179,1468,289,1.2451,1,0,0,0,0,0,page_resolved
DOC000047-C0240,DOC000047,179,156,-23,0.8715,0,0,0,1,0,0,page_resolved
DOC000047-C0241,DOC000047,576,754,178,1.3090,0,0,0,0,1,0,page_resolved
DOC000047-C0242,DOC000047,438,598,160,1.3653,0,0,0,0,0,1,page_resolved
DOC000047-C0243,DOC000047,794,1002,208,1.2620,0,0,0,0,0,0,page_resolved
DOC000047-C0244,DOC000047,438,575,137,1.3128,0,0,0,0,0,0,page_resolved
DOC000047-C0245,DOC000047,928,1219,291,1.3136,1,0,0,0,0,1,page_resolved
DOC000047-C0246,DOC000047,1118,1442,324,1.2898,1,0,0,0,0,1,page_resolved
DOC000047-C0247,DOC000047,632,802,170,1.2690,0,0,0,0,0,0,page_resolved
DOC000047-C0248,DOC000047,831,1058,227,1.2732,0,0,0,0,0,0,page_resolved
DOC000047-C0249,DOC000047,693,873,180,1.2597,0,0,0,0,0,1,page_resolved
DOC000047-C0250,DOC000047,839,1137,298,1.3552,0,0,0,0,0,1,page_resolved
DOC000047-C0251,DOC000047,592,778,186,1.3142,0,0,0,0,0,0,page_resolved
DOC000047-C0252,DOC000047,768,974,206,1.2682,0,0,0,0,0,1,page_resolved
DOC000047-C0253,DOC000047,767,958,191,1.2490,0,0,0,0,0,1,page_resolved
DOC000047-C0254,DOC000047,668,850,182,1.2725,0,0,0,0,0,1,page_resolved
DOC000047-C0255,DOC000047,634,788,154,1.2429,0,0,0,0,0,1,page_resolved
DOC000047-C0256,DOC000047,390,467,77,1.1974,0,0,0,0,0,0,page_resolved
DOC000047-C0257,DOC000047,713,910,197,1.2763,0,0,0,0,0,1,page_resolved
DOC000047-C0258,DOC000047,575,712,137,1.2383,0,0,0,0,0,0,page_resolved
DOC000047-C0259,DOC000047,872,1093,221,1.2534,0,0,0,0,0,1,page_resolved
DOC000047-C0260,DOC000047,734,892,158,1.2153,0,0,0,0,0,1,page_resolved
DOC000047-C0261,DOC000047,907,1122,215,1.2370,0,0,0,0,0,1,page_resolved
DOC000047-C0262,DOC000047,810,975,165,1.2037,0,0,0,0,0,0,page_resolved
DOC000047-C0263,DOC000047,611,769,158,1.2586,0,0,0,0,0,0,page_resolved
DOC000047-C0264,DOC000047,756,908,152,1.2011,0,0,0,0,0,0,page_resolved
DOC000047-C0265,DOC000047,1040,1242,202,1.1942,1,0,0,0,0,0,page_resolved
DOC000047-C0266,DOC000047,706,869,163,1.2309,0,0,0,0,1,1,page_resolved
DOC000047-C0267,DOC000047,1087,1081,-6,0.9945,0,0,0,1,0,0,page_resolved
DOC000047-C0268,DOC000047,588,657,69,1.1173,0,0,0,1,0,0,page_resolved
DOC000047-C0269,DOC000047,728,871,143,1.1964,0,0,0,0,1,0,page_resolved
DOC000047-C0270,DOC000047,890,1107,217,1.2438,0,0,0,0,1,0,page_resolved
DOC000047-C0271,DOC000047,429,546,117,1.2727,0,0,0,0,0,0,page_resolved
DOC000047-C0272,DOC000047,863,1096,233,1.2700,0,0,0,0,0,1,page_resolved
DOC000047-C0273,DOC000047,816,1032,216,1.2647,0,0,0,0,0,1,page_resolved
DOC000047-C0274,DOC000047,267,344,77,1.2884,0,0,0,0,0,1,page_resolved
DOC000047-C0275,DOC000047,1189,1532,343,1.2885,1,1,0,0,0,1,page_resolved
DOC000047-C0276,DOC000047,984,1258,274,1.2785,1,0,0,0,0,1,page_resolved
DOC000047-C0277,DOC000047,990,1277,287,1.2899,1,0,0,0,0,1,page_resolved
DOC000047-C0278,DOC000047,131,166,35,1.2672,0,0,0,0,0,0,page_resolved
DOC000047-C0279,DOC000047,1083,1372,289,1.2669,1,0,0,0,0,1,page_resolved
DOC000047-C0280,DOC000047,898,1106,208,1.2316,0,0,0,0,0,0,page_resolved
DOC000047-C0281,DOC000047,660,851,191,1.2894,0,0,0,0,0,0,page_resolved
DOC000047-C0282,DOC000047,1116,1496,380,1.3405,1,0,0,0,0,1,page_resolved
DOC000047-C0283,DOC000047,1186,1569,383,1.3229,1,1,0,0,0,1,page_resolved
DOC000047-C0284,DOC000047,435,577,142,1.3264,0,0,0,0,0,1,page_resolved
DOC000047-C0285,DOC000047,1176,1418,242,1.2058,1,0,0,0,0,1,page_resolved
DOC000047-C0286,DOC000047,579,747,168,1.2902,0,0,0,0,0,1,page_resolved
DOC000047-C0287,DOC000047,1089,1420,331,1.3039,1,0,0,0,1,1,page_resolved
DOC000047-C0288,DOC000047,493,518,25,1.0507,0,0,0,1,0,0,page_resolved
DOC000047-C0289,DOC000047,1000,1328,328,1.3280,1,0,0,0,0,0,page_resolved
DOC000047-C0290,DOC000047,460,567,107,1.2326,0,0,0,0,0,0,page_resolved
DOC000047-C0291,DOC000047,816,1016,200,1.2451,0,0,0,0,0,1,page_resolved
DOC000047-C0292,DOC000047,916,1272,356,1.3886,1,0,0,0,0,1,page_resolved
DOC000047-C0293,DOC000047,1154,1549,395,1.3423,1,1,0,0,1,0,page_resolved
DOC000047-C0294,DOC000047,868,1138,270,1.3111,0,0,0,0,1,1,page_resolved
DOC000047-C0295,DOC000047,989,1327,338,1.3418,1,0,0,0,1,1,page_resolved
DOC000047-C0296,DOC000047,1168,1511,343,1.2937,1,1,0,0,0,1,page_resolved
DOC000047-C0297,DOC000047,1185,1595,410,1.3460,1,1,0,0,1,1,page_resolved
DOC000047-C0298,DOC000047,372,513,141,1.3790,0,0,0,0,1,1,page_resolved
DOC000047-C0299,DOC000047,1199,1614,415,1.3461,1,1,0,0,0,1,page_resolved
DOC000047-C0300,DOC000047,472,602,130,1.2754,0,0,0,0,0,1,page_resolved
DOC000047-C0301,DOC000047,783,1075,292,1.3729,0,0,0,0,1,0,page_resolved
DOC000047-C0302,DOC000047,923,1224,301,1.3261,1,0,0,0,1,0,page_resolved
DOC000047-C0303,DOC000047,889,1197,308,1.3465,0,0,0,0,0,1,page_resolved
DOC000047-C0304,DOC000047,796,986,190,1.2387,0,0,0,0,0,0,page_resolved
DOC000047-C0305,DOC000047,840,977,137,1.1631,0,0,0,0,0,0,page_resolved
DOC000047-C0306,DOC000047,904,1086,182,1.2013,0,0,0,0,0,1,page_resolved
DOC000047-C0307,DOC000047,931,1157,226,1.2427,0,0,0,0,0,1,page_resolved
DOC000047-C0308,DOC000047,396,461,65,1.1641,0,0,0,0,0,1,page_resolved
DOC000047-C0309,DOC000047,1076,1296,220,1.2045,1,0,0,0,0,0,page_resolved
DOC000047-C0310,DOC000047,453,555,102,1.2252,0,0,0,0,0,1,page_resolved
DOC000047-C0311,DOC000047,690,799,109,1.1580,0,0,0,0,0,0,page_resolved
DOC000047-C0312,DOC000047,388,463,75,1.1933,0,0,0,0,0,0,page_resolved
DOC000047-C0313,DOC000047,1175,1359,184,1.1566,1,0,0,0,0,0,page_resolved
DOC000047-C0314,DOC000047,408,476,68,1.1667,0,0,0,0,0,0,page_resolved
DOC000047-C0315,DOC000047,496,594,98,1.1976,0,0,0,0,0,0,page_resolved
DOC000047-C0316,DOC000047,524,629,105,1.2004,0,0,0,0,0,0,page_resolved
DOC000047-C0317,DOC000047,1055,1294,239,1.2265,1,0,0,0,0,1,page_resolved
DOC000047-C0318,DOC000047,254,307,53,1.2087,0,0,0,0,0,0,page_resolved
DOC000047-C0319,DOC000047,814,997,183,1.2248,0,0,0,0,0,0,page_resolved
DOC000047-C0320,DOC000047,966,1184,218,1.2257,0,0,0,0,0,1,page_resolved
DOC000047-C0321,DOC000047,745,933,188,1.2523,0,0,0,0,0,1,page_resolved
DOC000047-C0322,DOC000047,1000,1311,311,1.3110,1,0,0,0,0,1,page_resolved
DOC000047-C0323,DOC000047,648,793,145,1.2238,0,0,0,0,0,1,page_resolved
DOC000047-C0324,DOC000047,759,1005,246,1.3241,0,0,0,0,0,1,page_resolved
DOC000047-C0325,DOC000047,687,876,189,1.2751,0,0,0,0,0,1,page_resolved
DOC000047-C0326,DOC000047,379,475,96,1.2533,0,0,0,0,0,0,page_resolved
DOC000047-C0327,DOC000047,933,1181,248,1.2658,0,0,0,0,0,1,page_resolved
DOC000047-C0328,DOC000047,912,1124,212,1.2325,0,0,0,0,0,1,page_resolved
DOC000047-C0329,DOC000047,724,891,167,1.2307,0,0,0,0,0,1,page_resolved
DOC000047-C0330,DOC000047,711,872,161,1.2264,0,0,0,0,0,1,page_resolved
DOC000047-C0331,DOC000047,917,1149,232,1.2530,0,0,0,0,0,1,page_resolved
DOC000047-C0332,DOC000047,680,837,157,1.2309,0,0,0,0,0,1,page_resolved
DOC000047-C0333,DOC000047,894,1133,239,1.2673,0,0,0,0,0,1,page_resolved
DOC000047-C0334,DOC000047,671,845,174,1.2593,0,0,0,0,0,1,page_resolved
DOC000047-C0335,DOC000047,983,1188,205,1.2085,0,0,0,0,0,0,page_resolved
DOC000047-C0336,DOC000047,832,1022,190,1.2284,0,0,0,0,0,0,page_resolved
DOC000047-C0337,DOC000047,893,1105,212,1.2374,0,0,0,0,0,1,page_resolved
DOC000047-C0338,DOC000047,1013,1301,288,1.2843,1,0,0,0,0,1,page_resolved
DOC000047-C0339,DOC000047,938,1088,150,1.1599,0,0,0,0,0,0,page_resolved
DOC000047-C0340,DOC000047,703,817,114,1.1622,0,0,0,0,0,0,page_resolved
DOC000047-C0341,DOC000047,840,1076,236,1.2810,0,0,0,0,0,0,page_resolved
DOC000047-C0342,DOC000047,233,210,-23,0.9013,0,0,0,1,0,0,page_resolved
DOC000047-C0343,DOC000047,1105,1283,178,1.1611,1,0,0,0,0,0,page_resolved
DOC000047-C0344,DOC000047,967,1274,307,1.3175,1,0,0,0,0,0,page_resolved
DOC000047-C0345,DOC000047,858,1044,186,1.2168,0,0,0,0,0,1,page_resolved
DOC000047-C0346,DOC000047,648,757,109,1.1682,0,0,0,1,0,1,page_resolved
DOC000047-C0347,DOC000047,532,556,24,1.0451,0,0,0,1,0,0,page_resolved
DOC000047-C0348,DOC000047,1181,1450,269,1.2278,1,0,0,1,0,1,page_resolved
DOC000047-C0349,DOC000047,1071,1246,175,1.1634,1,0,0,1,0,1,page_resolved
DOC000047-C0350,DOC000047,862,1084,222,1.2575,0,0,0,0,0,1,page_resolved
DOC000047-C0351,DOC000047,661,855,194,1.2935,0,0,0,0,0,1,page_resolved
DOC000047-C0352,DOC000047,941,1256,315,1.3348,1,0,0,0,0,1,page_resolved
DOC000047-C0353,DOC000047,330,442,112,1.3394,0,0,0,0,0,1,page_resolved
DOC000047-C0354,DOC000047,818,1092,274,1.3350,0,0,0,0,0,1,page_resolved
DOC000047-C0355,DOC000047,789,615,-174,0.7795,0,0,0,1,0,0,page_resolved
DOC000047-C0356,DOC000047,753,669,-84,0.8884,0,0,0,1,0,0,page_resolved
DOC000047-C0357,DOC000047,729,622,-107,0.8532,0,0,0,1,0,0,page_resolved
DOC000047-C0358,DOC000047,799,680,-119,0.8511,0,0,0,1,0,0,page_resolved
DOC000047-C0359,DOC000047,959,654,-305,0.6820,0,0,0,1,0,0,page_resolved
DOC000047-C0360,DOC000047,603,550,-53,0.9121,0,0,0,1,0,0,page_resolved
DOC000047-C0361,DOC000047,907,597,-310,0.6582,0,0,0,1,0,0,page_resolved
DOC000047-C0362,DOC000047,728,702,-26,0.9643,0,0,0,1,0,0,page_resolved
DOC000047-C0363,DOC000047,946,719,-227,0.7600,0,0,0,1,0,0,page_resolved
DOC000047-C0364,DOC000047,1194,979,-215,0.8199,0,0,0,1,0,0,page_resolved
DOC000047-C0365,DOC000047,1065,1339,274,1.2573,1,0,0,0,0,0,page_resolved
DOC000047-C0366,DOC000047,841,1081,240,1.2854,0,0,0,0,0,0,page_resolved
DOC000047-C0367,DOC000047,992,1326,334,1.3367,1,0,0,0,0,0,page_resolved
DOC000047-C0368,DOC000047,872,1110,238,1.2729,0,0,0,0,0,0,page_resolved
DOC000047-C0369,DOC000047,1198,1539,341,1.2846,1,1,0,0,0,0,page_resolved
DOC000047-C0370,DOC000047,1198,1538,340,1.2838,1,1,0,0,0,0,page_resolved
DOC000047-C0371,DOC000047,893,1148,255,1.2856,0,0,0,0,0,0,page_resolved
DOC000047-C0372,DOC000047,941,1174,233,1.2476,0,0,0,0,0,0,page_resolved
DOC000047-C0373,DOC000047,1141,1434,293,1.2568,1,0,0,0,0,0,page_resolved
DOC000047-C0374,DOC000047,840,1031,191,1.2274,0,0,0,0,0,0,page_resolved
DOC000047-C0375,DOC000047,997,1225,228,1.2287,1,0,0,0,0,0,page_resolved
DOC000047-C0376,DOC000047,956,1230,274,1.2866,1,0,0,0,0,0,page_resolved
DOC000047-C0377,DOC000047,927,1045,118,1.1273,0,0,0,1,0,0,page_resolved
DOC000047-C0378,DOC000047,2421,970,-1451,0.4007,0,0,0,1,0,0,page_resolved
DOC000047-C0379,DOC000047,1425,933,-492,0.6547,0,0,0,1,0,0,page_resolved
DOC000047-C0380,DOC000047,1588,1062,-526,0.6688,0,0,0,1,0,0,page_resolved
DOC000047-C0381,DOC000047,323,310,-13,0.9598,0,0,0,1,0,0,page_resolved
DOC000047-C0382,DOC000047,999,1028,29,1.0290,0,0,0,1,0,1,page_resolved
DOC000047-C0383,DOC000047,91,133,42,1.4615,0,0,0,0,0,0,page_resolved
DOC000047-C0384,DOC000047,879,939,60,1.0683,0,0,0,1,0,1,page_resolved
DOC000047-C0385,DOC000047,928,1004,76,1.0819,0,0,0,1,1,1,page_resolved
DOC000047-C0386,DOC000047,303,376,73,1.2409,0,0,0,0,1,1,page_resolved
DOC000047-C0387,DOC000047,946,1052,106,1.1121,0,0,0,1,0,1,page_resolved
DOC000047-C0388,DOC000047,968,1071,103,1.1064,0,0,0,1,1,1,page_resolved
DOC000047-C0389,DOC000047,936,1174,238,1.2543,0,0,0,0,1,1,page_resolved
DOC000047-C0390,DOC000047,767,440,-327,0.5737,0,0,0,1,1,1,page_resolved
DOC000047-C0391,DOC000047,660,865,205,1.3106,0,0,0,0,1,1,page_resolved
DOC000047-C0392,DOC000047,983,634,-349,0.6450,0,0,0,1,1,1,page_resolved
DOC000047-C0393,DOC000047,992,729,-263,0.7349,0,0,0,1,1,1,page_resolved
DOC000047-C0394,DOC000047,719,983,264,1.3672,0,0,0,0,0,1,page_resolved
DOC000047-C0395,DOC000047,718,923,205,1.2855,0,0,0,0,0,1,page_resolved
DOC000047-C0396,DOC000047,1121,890,-231,0.7939,0,0,0,1,0,0,page_resolved
DOC000047-C0397,DOC000047,91,101,10,1.1099,0,0,0,0,0,1,page_resolved
DOC000047-C0398,DOC000047,720,963,243,1.3375,0,0,0,0,0,1,page_resolved
DOC000047-C0399,DOC000047,886,886,0,1.0000,0,0,0,1,0,1,page_resolved
DOC000047-C0400,DOC000047,911,580,-331,0.6367,0,0,0,1,0,0,page_resolved
DOC000047-C0401,DOC000047,965,661,-304,0.6850,0,0,0,1,0,0,page_resolved
